po_id,supplier_id,order_date,total_cost
153,796,1/17/2025,173078.47
154,456,11/12/2025,7008.48
155,546,9/16/2025,4862.82
156,301,4/8/2025,4073.98
157,621,3/20/2025,109703.12
158,991,8/24/2025,9830.25
159,54,1/4/2026,7535.86
160,344,6/14/2025,191037.94
161,896,2/1/2026,4035.43
162,284,2/23/2025,159695.77
163,26,9/25/2025,198266.14
164,31,3/22/2026,8024.86
165,951,6/27/2025,9227.95
166,885,3/28/2025,163508.12
167,857,6/8/2025,7749.52
168,987,4/15/2026,8955.0
169,289,5/17/2025,192306.14
170,901,4/8/2026,4729.25
171,270,5/12/2025,8221.03
172,84,7/15/2025,8117.85
173,685,11/20/2025,7841.68
174,79,11/25/2025,5483.76
175,521,2/10/2025,9148.32
176,762,4/14/2025,3450.37
177,511,12/26/2025,4564.04
178,560,1/21/2025,8198.05
179,929,6/27/2025,190316.29
180,933,7/13/2025,6659.15
181,258,4/18/2025,7047.75
182,842,9/22/2025,629.62
183,331,5/24/2025,3611.67
184,194,2/13/2026,5471.39
185,965,4/15/2025,113659.58
186,577,6/8/2025,523.72
187,757,8/16/2025,4739.45
188,721,1/14/2026,8005.73
189,170,10/31/2025,2133.78
190,22,7/27/2025,1493.08
191,65,11/14/2025,175270.12
192,898,9/28/2025,8435.84
193,63,9/21/2025,667.65
194,697,11/6/2025,103266.21
195,357,7/9/2025,141752.17
196,498,11/18/2025,131836.43
197,630,3/31/2026,135119.4
198,906,10/5/2025,3606.48
199,321,1/23/2026,2700.99
200,28,2/7/2025,3667.41
201,933,12/30/2025,179609.27
202,832,2/5/2025,189049.77
203,300,2/18/2026,8581.67
204,902,8/5/2025,8478.44
205,83,1/31/2025,2227.95
206,201,2/8/2025,8141.61
207,47,6/23/2025,172983.16
208,611,9/5/2025,8469.07
209,230,1/31/2026,8372.55
210,777,11/17/2025,8345.55
211,258,1/8/2026,175187.92
212,458,2/23/2025,1252.37
213,219,5/13/2025,134984.9
214,81,1/11/2026,156889.96
215,329,9/22/2025,2851.29
216,560,2/10/2026,175496.53
217,329,8/4/2025,171099.86
218,314,6/3/2025,5041.56
219,226,11/17/2025,143695.1
220,24,2/9/2026,7064.89
221,296,2/23/2026,7716.02
222,218,4/27/2025,777.79
223,745,1/5/2026,7105.99
224,877,8/17/2025,6581.13
225,328,6/8/2025,760.96
226,369,6/25/2025,7374.89
227,324,6/3/2025,869.95
228,957,1/25/2026,2703.05
229,643,9/27/2025,8560.56
230,210,2/7/2026,2030.54
231,469,9/27/2025,102473.13
232,180,2/27/2026,2381.16
233,304,7/4/2025,163069.13
234,897,2/12/2026,737.26
235,9,9/27/2025,5823.01
236,703,9/13/2025,9451.73
237,692,1/27/2025,122218.29
238,621,2/24/2025,8423.1
239,36,10/21/2025,8596.64
240,4,3/1/2025,131687.33
241,577,8/31/2025,8209.18
242,592,3/11/2026,8501.65
243,404,4/19/2026,867.05
244,486,4/17/2025,5112.86
245,844,10/23/2025,7127.76
246,203,2/8/2025,2636.88
247,217,1/19/2025,1542.1
248,807,5/21/2025,176132.68
249,406,7/8/2025,5606.22
250,748,4/12/2026,2382.58
251,900,5/6/2025,4616.48
252,543,12/24/2025,126491.05
253,708,7/23/2025,198042.08
254,407,11/20/2025,7932.95
255,495,3/5/2025,114776.02
256,815,10/4/2025,3279.06
257,20,1/31/2026,3599.73
258,48,11/14/2025,4777.42
259,920,1/11/2026,923.33
260,782,6/21/2025,2682.9
261,559,6/27/2025,6245.9
262,657,11/10/2025,177329.82
263,830,8/16/2025,855.04
264,740,4/10/2026,7429.01
265,953,1/4/2025,4115.14
266,254,10/28/2025,6801.07
267,988,2/10/2026,144882.27
268,725,6/24/2025,2807.35
269,44,5/24/2025,2505.71
270,812,3/11/2026,2924.86
271,471,2/12/2026,163322.01
272,940,8/3/2025,4754.91
273,759,11/1/2025,5554.6
274,32,3/28/2026,125377.4
275,835,4/15/2026,1280.99
276,655,3/7/2026,8500.49
277,425,4/24/2025,5655.12
278,705,4/7/2025,9022.06
279,244,10/15/2025,160104.88
280,611,9/16/2025,186592.94
281,787,2/19/2025,6905.46
282,914,2/14/2025,189176.13
283,24,11/15/2025,6225.18
284,44,4/27/2025,5533.95
285,809,12/18/2025,120690.63
286,139,5/30/2025,109660.86
287,440,7/21/2025,5490.27
288,491,1/29/2026,7059.34
289,711,6/4/2025,5378.21
290,550,1/4/2026,131194.4
291,720,12/8/2025,137712.79
292,563,9/27/2025,5453.54
293,761,10/16/2025,4009.84
294,120,6/4/2025,103512.12
295,355,2/19/2026,186747.3
296,5,3/21/2025,1538.27
297,397,1/10/2026,132055.09
298,100,4/9/2025,6000.09
299,336,7/8/2025,7628.32
300,410,4/10/2026,5475.31
301,321,3/12/2025,7720.87
302,957,1/3/2026,6130.54
303,859,6/18/2025,9265.43
304,37,2/22/2026,1550.0
305,86,6/29/2025,1122.3
306,106,12/30/2025,9861.19
307,219,9/11/2025,6447.56
308,805,6/1/2025,5249.72
309,735,3/30/2025,6472.8
310,606,10/7/2025,135433.69
311,97,4/9/2026,151393.95
312,85,2/17/2025,166315.42
313,139,10/30/2025,4616.55
314,611,6/7/2025,2225.69
315,508,11/28/2025,194603.91
316,502,10/26/2025,102240.81
317,141,1/25/2025,9314.33
318,556,1/27/2025,3265.43
319,930,6/13/2025,6914.27
320,693,12/31/2025,119732.23
321,215,10/10/2025,175206.82
322,220,3/18/2026,155193.09
323,13,3/1/2026,8896.08
324,820,4/3/2026,8711.2
325,731,3/19/2025,143107.23
326,881,2/28/2025,3284.09
327,438,4/21/2025,117795.01
328,73,9/19/2025,8633.35
329,107,1/5/2026,179402.99
330,712,1/18/2025,191454.2
331,337,1/23/2025,9433.92
332,26,11/20/2025,6655.94
333,234,10/18/2025,137561.22
334,119,2/24/2025,9195.71
335,318,3/15/2025,6647.9
336,93,4/5/2026,7692.67
337,518,7/10/2025,630.31
338,86,9/12/2025,9851.26
339,880,8/26/2025,198622.4
340,550,5/20/2025,113716.92
341,907,2/14/2025,7732.24
342,643,2/4/2025,8110.75
343,171,2/9/2026,5961.85
344,308,6/9/2025,115790.7
345,271,4/10/2025,130124.13
346,530,9/11/2025,9792.07
347,568,12/21/2025,3095.2
348,612,9/6/2025,9388.95
349,829,12/29/2025,196366.07
350,465,2/12/2026,3666.43
351,287,11/8/2025,7100.78
352,634,8/4/2025,4556.89
353,811,10/4/2025,6111.25
354,746,5/29/2025,2651.75
355,902,3/28/2026,3220.74
356,756,11/20/2025,8583.98
357,294,6/10/2025,7880.62
358,979,9/1/2025,9209.09
359,891,12/29/2025,9452.98
360,270,10/1/2025,7534.59
361,732,8/3/2025,8682.49
362,377,10/28/2025,8325.35
363,709,6/6/2025,9126.52
364,176,2/18/2025,194825.08
365,458,8/10/2025,7579.23
366,883,11/9/2025,6704.43
367,173,8/5/2025,181173.66
368,897,11/23/2025,2860.42
369,277,6/7/2025,196444.84
370,99,4/27/2025,6964.91
371,540,8/17/2025,4831.17
372,359,3/17/2025,131542.37
373,305,1/11/2026,168133.61
374,465,3/19/2025,4585.76
375,746,12/23/2025,6752.43
376,467,9/11/2025,154662.57
377,970,7/30/2025,174067.57
378,970,11/29/2025,958.8
379,395,9/12/2025,8796.62
380,421,8/4/2025,127355.93
381,243,12/3/2025,1671.29
382,856,4/4/2026,6111.12
383,80,8/9/2025,4413.45
384,425,1/6/2025,2552.58
385,443,10/1/2025,1000.98
386,65,3/13/2025,9534.34
387,964,7/23/2025,571.1
388,467,1/21/2025,159889.89
389,768,3/19/2026,1867.63
390,459,9/4/2025,115026.8
391,756,4/2/2025,9989.3
392,70,5/2/2025,155916.61
393,726,12/10/2025,2342.73
394,982,6/22/2025,3219.98
395,979,7/30/2025,145334.05
396,802,8/11/2025,4260.32
397,313,4/12/2026,2835.03
398,61,6/3/2025,5430.86
399,454,3/14/2026,2737.93
400,75,11/21/2025,8907.82
401,825,2/26/2025,1816.63
402,349,10/23/2025,9539.17
403,751,8/20/2025,6013.06
404,473,5/28/2025,5565.25
405,692,11/6/2025,101624.08
406,719,9/27/2025,1052.48
407,316,11/24/2025,1155.21
408,783,3/11/2025,2750.99
409,437,2/1/2025,2489.62
410,50,12/20/2025,4072.55
411,451,2/14/2025,8939.33
412,392,2/3/2026,177524.47
413,789,8/28/2025,5035.87
414,554,1/6/2026,6200.34
415,676,2/12/2025,2100.94
416,938,6/3/2025,5836.67
417,890,11/6/2025,2793.37
418,399,5/12/2025,5097.66
419,917,5/3/2025,2329.5
420,431,3/11/2025,8265.23
421,835,7/7/2025,177169.0
422,137,1/16/2026,7420.13
423,689,3/12/2025,149612.72
424,820,2/6/2026,2412.06
425,269,12/2/2025,5467.15
426,304,3/26/2025,4912.16
427,19,4/2/2025,3103.98
428,874,1/18/2026,2983.36
429,842,1/17/2025,9541.27
430,655,2/21/2026,102776.49
431,964,8/16/2025,2029.49
432,464,6/30/2025,1596.4
433,52,9/18/2025,6281.92
434,471,4/6/2026,129510.84
435,532,2/28/2025,2883.36
436,669,12/1/2025,636.54
437,332,6/17/2025,7625.78
438,177,2/13/2025,4052.16
439,281,1/30/2026,159675.35
440,269,8/9/2025,127350.29
441,415,1/30/2026,821.59
442,29,3/19/2026,8297.03
443,82,3/27/2025,2750.54
444,655,6/12/2025,7278.16
445,563,3/8/2025,6182.66
446,975,2/17/2026,4091.99
447,363,1/14/2026,3984.3
448,763,7/15/2025,149873.48
449,35,11/28/2025,7531.9
450,584,9/18/2025,188511.25
451,844,5/15/2025,4910.09
452,366,5/17/2025,180886.94
453,195,3/10/2025,910.53
454,434,4/21/2025,183377.33
455,371,10/13/2025,664.74
456,846,11/17/2025,4751.18
457,844,8/22/2025,143584.94
458,272,5/21/2025,6698.04
459,698,1/19/2025,188484.47
460,553,4/2/2025,117371.39
461,237,6/10/2025,117476.7
462,836,3/20/2025,7703.07
463,504,12/6/2025,198718.42
464,798,3/9/2025,4168.16
465,509,7/12/2025,2669.02
466,556,3/28/2025,5350.44
467,931,2/11/2025,138805.08
468,294,10/10/2025,4657.87
469,180,6/30/2025,158147.29
470,978,2/27/2026,186765.99
471,659,5/14/2025,129012.31
472,116,2/24/2026,1646.51
473,311,1/11/2026,8692.17
474,825,5/16/2025,7381.32
475,874,9/29/2025,1417.8
476,23,6/12/2025,6136.74
477,961,4/8/2025,2486.76
478,443,1/29/2026,5967.31
479,360,1/16/2026,9352.34
480,423,7/24/2025,7349.35
481,68,2/19/2025,123403.24
482,286,1/24/2026,4702.34
483,996,4/25/2025,4908.33
484,232,11/29/2025,9910.13
485,634,8/17/2025,2023.22
486,730,11/23/2025,160682.02
487,956,12/25/2025,7103.86
488,36,10/12/2025,7344.03
489,841,9/9/2025,3587.09
490,888,7/26/2025,7623.7
491,521,5/18/2025,9306.32
492,876,9/12/2025,8205.15
493,90,2/1/2026,5312.81
494,674,8/3/2025,196927.27
495,747,3/12/2026,6454.4
496,664,1/16/2025,6068.68
497,857,2/11/2026,100144.13
498,690,2/10/2025,1040.86
499,30,2/3/2026,4498.59
500,188,4/3/2025,101881.36
501,987,4/1/2025,7910.91
502,56,1/25/2025,6864.05
503,496,2/24/2026,6320.11
504,793,12/20/2025,3961.47
505,787,8/26/2025,9231.48
506,616,3/28/2026,7136.48
507,739,4/4/2025,1797.94
508,350,2/3/2026,2877.72
509,968,1/17/2025,9689.04
510,647,2/24/2025,3996.44
511,723,4/29/2025,7172.3
512,967,3/5/2025,3696.41
513,942,12/10/2025,4303.18
514,992,1/4/2026,3960.51
515,637,5/21/2025,5494.79
516,990,2/16/2025,171379.14
517,35,2/12/2025,177732.13
518,306,2/4/2025,109468.7
519,546,4/16/2025,9154.76
520,617,2/24/2026,9725.07
521,849,4/8/2025,195912.61
522,201,7/25/2025,946.64
523,160,2/22/2025,5405.16
524,985,1/17/2026,1819.24
525,194,7/20/2025,4305.68
526,72,7/26/2025,7814.41
527,812,2/11/2025,7900.65
528,359,4/17/2025,4400.0
529,113,11/23/2025,7550.87
530,625,6/16/2025,3209.46
531,813,11/7/2025,136454.31
532,824,10/5/2025,187578.2
533,540,6/18/2025,113655.7
534,118,8/9/2025,1264.78
535,188,7/20/2025,3929.4
536,273,1/15/2026,119211.91
537,397,1/13/2026,134814.15
538,393,5/11/2025,9393.2
539,987,6/11/2025,4789.17
540,482,1/8/2026,4318.72
541,962,2/14/2025,5430.05
542,194,11/2/2025,135737.71
543,553,3/8/2026,168890.81
544,407,1/20/2025,8251.41
545,918,2/7/2026,127360.56
546,356,12/30/2025,9803.7
547,670,6/26/2025,9465.61
548,117,11/3/2025,1706.67
549,693,5/28/2025,7129.97
550,966,1/1/2026,8399.43
551,698,1/20/2025,116242.85
552,96,3/4/2025,9466.01
553,413,2/28/2025,4871.71
554,845,5/23/2025,111848.66
555,772,11/12/2025,133888.78
556,851,1/9/2025,7936.59
557,610,8/11/2025,7435.44
558,339,2/7/2026,167073.54
559,375,11/21/2025,3327.77
560,973,1/24/2026,8123.87
561,317,1/13/2025,102539.04
562,844,4/8/2026,8526.75
563,850,10/21/2025,116560.57
564,337,11/8/2025,7892.51
565,523,7/2/2025,179043.77
566,327,11/18/2025,6906.24
567,947,3/18/2025,5283.76
568,812,3/25/2026,5780.71
569,574,9/17/2025,107377.91
570,356,11/22/2025,1736.25
571,751,8/7/2025,7576.86
572,191,2/13/2025,167664.3
573,845,2/2/2025,4538.08
574,568,4/15/2026,1765.98
575,243,7/4/2025,3900.22
576,301,1/17/2025,838.11
577,229,11/20/2025,1730.61
578,831,3/6/2025,5890.96
579,938,11/29/2025,8042.35
580,971,10/27/2025,6826.04
581,46,4/29/2025,4097.54
582,425,7/16/2025,3083.35
583,456,11/1/2025,198820.22
584,592,1/19/2026,131259.43
585,890,2/5/2026,1004.28
586,374,4/21/2025,106080.78
587,990,9/14/2025,8950.33
588,243,5/11/2025,2286.2
589,526,3/5/2026,3181.27
590,374,3/21/2025,6705.25
591,652,10/12/2025,688.13
592,671,5/24/2025,6694.17
593,732,8/2/2025,3002.2
594,984,5/6/2025,6772.38
595,111,4/4/2026,825.84
596,859,7/28/2025,937.1
597,96,9/1/2025,139461.84
598,420,3/15/2025,2702.19
599,424,2/18/2026,982.59
600,942,3/26/2025,2822.21
601,478,3/25/2025,7017.63
602,210,10/7/2025,5083.17
603,537,3/5/2025,8264.01
604,449,12/7/2025,7130.75
605,507,1/23/2026,9077.15
606,865,5/27/2025,118784.8
607,599,11/16/2025,113038.09
608,960,2/21/2026,922.1
609,282,9/10/2025,165142.76
610,434,2/6/2025,123731.45
611,532,3/9/2025,7944.1
612,596,4/27/2025,126384.93
613,441,5/21/2025,159249.7
614,597,2/22/2025,3232.3
615,913,2/21/2025,6945.62
616,329,2/8/2025,3709.5
617,866,2/23/2025,4650.97
618,123,7/26/2025,9171.48
619,803,10/5/2025,3007.21
620,938,4/6/2026,168795.96
621,982,1/5/2026,140067.67
622,909,3/26/2026,187664.34
623,349,6/16/2025,1285.31
624,141,1/14/2025,189532.25
625,532,2/5/2025,1594.54
626,532,1/7/2026,3628.82
627,164,3/26/2025,4594.35
628,735,4/14/2026,6942.82
629,781,6/11/2025,2127.83
630,296,1/14/2026,4903.97
631,228,8/29/2025,2495.42
632,936,9/25/2025,5805.74
633,227,5/3/2025,5462.6
634,17,11/20/2025,8972.22
635,776,9/30/2025,129687.12
636,487,9/13/2025,6394.94
637,829,7/24/2025,137082.68
638,898,2/5/2025,145090.58
639,236,3/15/2025,834.63
640,875,7/1/2025,7292.85
641,390,12/11/2025,3896.38
642,364,3/11/2026,116875.2
643,871,7/29/2025,161654.07
644,930,4/10/2026,183257.24
645,788,1/25/2025,7792.93
646,576,6/17/2025,559.74
647,139,1/14/2026,3453.34
648,582,7/14/2025,168554.41
649,578,1/17/2026,145295.23
650,988,8/7/2025,4140.71
651,582,3/26/2026,196495.82
652,986,8/31/2025,7810.63
653,71,10/29/2025,7147.11
654,5,2/8/2026,173375.02
655,970,3/24/2026,7847.21
656,775,10/2/2025,7770.3
657,677,4/28/2025,117488.15
658,654,8/23/2025,5301.54
659,777,6/9/2025,105958.2
660,103,2/28/2026,3569.71
661,855,1/24/2026,6533.34
662,425,5/13/2025,8251.12
663,31,7/24/2025,970.15
664,126,12/8/2025,147800.36
665,529,9/1/2025,7889.47
666,263,6/16/2025,6389.02
667,655,6/21/2025,1217.31
668,879,2/14/2026,3121.49
669,935,3/5/2026,1246.77
670,229,3/20/2026,5216.73
671,468,12/14/2025,151172.76
672,384,3/16/2025,8870.13
673,182,2/22/2025,6825.54
674,359,9/30/2025,132470.0
675,327,1/8/2026,187474.18
676,966,12/12/2025,6199.83
677,793,9/26/2025,100609.88
678,568,2/5/2025,128714.9
679,86,2/2/2025,125771.42
680,418,3/13/2026,2170.24
681,281,10/22/2025,5400.8
682,160,1/30/2025,128808.53
683,667,12/16/2025,9927.56
684,595,8/20/2025,2150.62
685,865,5/14/2025,179018.68
686,857,2/22/2025,163956.29
687,986,5/1/2025,8964.56
688,266,6/19/2025,145779.67
689,787,8/4/2025,1447.95
690,938,6/18/2025,127206.9
691,567,3/20/2025,177378.12
692,578,5/27/2025,7423.09
693,430,6/17/2025,6779.04
694,524,11/2/2025,111201.37
695,132,6/30/2025,728.44
696,718,4/11/2025,2706.09
697,770,8/6/2025,8138.51
698,386,3/10/2026,4215.54
699,397,6/27/2025,150314.57
700,699,6/20/2025,2784.57
701,214,11/22/2025,686.03
702,882,8/14/2025,154551.24
703,962,8/13/2025,159293.1
704,26,1/26/2025,2763.31
705,704,8/2/2025,3724.43
706,784,12/19/2025,9546.92
707,138,11/22/2025,739.61
708,825,6/21/2025,4547.29
709,226,3/30/2026,144045.16
710,963,7/12/2025,1067.75
711,897,4/11/2026,6160.61
712,771,9/29/2025,170655.29
713,929,4/19/2026,3959.58
714,385,11/23/2025,9021.78
715,197,11/26/2025,6615.82
716,425,5/2/2025,8637.04
717,527,1/10/2026,157881.25
718,20,10/3/2025,140772.6
719,526,10/30/2025,3420.0
720,308,10/28/2025,820.66
721,783,4/4/2026,9371.36
722,285,4/3/2025,9881.3
723,384,10/28/2025,2598.53
724,890,1/10/2025,8293.78
725,361,3/15/2026,9506.04
726,648,6/13/2025,6184.45
727,258,11/24/2025,3623.8
728,704,11/9/2025,173590.65
729,705,2/8/2025,4984.48
730,796,7/26/2025,6178.41
731,937,11/1/2025,9337.93
732,190,9/9/2025,155102.33
733,491,1/27/2026,8095.68
734,578,12/7/2025,3747.8
735,593,9/8/2025,3398.03
736,48,3/3/2025,6284.48
737,366,1/7/2025,7096.2
738,847,1/1/2025,5093.53
739,634,2/10/2025,5869.35
740,504,2/7/2026,120924.06
741,2,9/29/2025,4841.56
742,237,4/19/2025,2180.39
743,923,5/23/2025,7974.86
744,537,3/6/2025,3979.96
745,42,7/22/2025,1196.35
746,616,12/24/2025,185982.43
747,818,1/5/2026,672.17
748,618,2/6/2026,126515.98
749,320,11/29/2025,2057.46
750,638,1/30/2025,101619.8
751,694,1/26/2025,4281.37
752,520,4/7/2025,7711.04
753,738,4/24/2025,6966.02
754,563,1/20/2025,7116.0
755,944,2/22/2026,9310.66
756,247,11/1/2025,155548.05
757,765,4/2/2026,3285.93
758,120,2/19/2026,196995.53
759,86,10/9/2025,4512.51
760,337,1/16/2025,6200.19
761,210,5/1/2025,7468.76
762,839,4/4/2026,107289.79
763,787,3/29/2026,6431.88
764,852,12/9/2025,170343.53
765,456,2/21/2026,157054.61
766,588,11/16/2025,5763.16
767,23,5/17/2025,6919.77
768,173,2/16/2025,6559.85
769,674,10/25/2025,181549.64
770,343,5/22/2025,4988.51
771,263,7/16/2025,6962.31
772,758,2/8/2025,905.47
773,4,5/29/2025,9191.46
774,828,10/26/2025,1972.5
775,73,11/7/2025,188037.99
776,125,4/15/2026,171346.1
777,395,1/16/2025,4030.3
778,247,9/18/2025,9094.28
779,861,6/27/2025,559.06
780,927,1/10/2026,2827.39
781,289,2/28/2026,8545.05
782,957,1/21/2025,8158.2
783,520,6/4/2025,176312.22
784,206,5/16/2025,139619.96
785,120,1/21/2025,3009.61
786,591,12/17/2025,7034.01
787,393,2/25/2025,1572.12
788,118,1/6/2026,6800.61
789,620,8/14/2025,2352.07
790,98,5/2/2025,156853.04
791,213,5/18/2025,9351.85
792,215,10/4/2025,1588.25
793,297,3/30/2025,1189.24
794,989,10/19/2025,5417.67
795,608,5/30/2025,120572.82
796,48,4/18/2026,3987.26
797,489,3/31/2025,195575.9
798,237,3/19/2025,129216.99
799,849,12/7/2025,5509.62
800,274,8/22/2025,1372.52
801,973,4/18/2025,1890.07
802,182,6/7/2025,9374.7
803,326,10/12/2025,181680.22
804,847,4/8/2026,108455.13
805,939,1/20/2026,9956.36
806,191,12/22/2025,119964.4
807,769,1/21/2026,6839.38
808,924,2/12/2026,6906.64
809,220,11/27/2025,4403.83
810,331,7/4/2025,4765.79
811,694,5/3/2025,126273.39
812,979,6/6/2025,4588.12
813,987,9/16/2025,103131.2
814,449,1/25/2025,193410.24
815,528,5/12/2025,9924.03
816,83,2/24/2026,169042.34
817,696,12/18/2025,4724.47
818,602,8/19/2025,189970.23
819,455,4/16/2026,2335.77
820,428,7/16/2025,7691.37
821,625,2/21/2026,9158.86
822,419,10/16/2025,4990.14
823,154,3/2/2025,1661.99
824,284,7/19/2025,6845.67
825,886,6/23/2025,6539.04
826,829,3/24/2026,2429.0
827,537,3/2/2026,1023.73
828,355,2/26/2025,100750.07
829,756,7/1/2025,1290.19
830,86,3/11/2026,7288.03
831,140,12/14/2025,6318.46
832,220,6/24/2025,107249.7
833,696,8/28/2025,2239.01
834,371,11/10/2025,199494.62
835,430,1/20/2025,140795.97
836,157,4/7/2026,1682.28
837,800,6/2/2025,108459.58
838,977,1/21/2026,120540.3
839,727,2/12/2025,187943.66
840,523,9/2/2025,3439.58
841,569,5/20/2025,8535.14
842,116,8/31/2025,1086.81
843,229,8/15/2025,1211.28
844,549,1/30/2025,168923.86
845,541,4/8/2025,7995.23
846,930,11/22/2025,4158.25
847,79,8/18/2025,104388.46
848,690,8/15/2025,180845.96
849,397,4/15/2025,5173.79
850,424,3/5/2025,519.32
851,754,3/5/2025,9070.0
852,467,9/9/2025,8091.37
853,210,2/13/2026,9233.31
854,992,1/28/2025,6200.04
855,855,1/23/2025,5002.83
856,619,2/3/2026,3188.23
857,110,6/14/2025,186302.96
858,18,4/15/2026,8509.08
859,646,5/26/2025,2206.73
860,890,4/10/2026,5161.87
861,718,6/26/2025,6928.0
862,637,10/6/2025,4425.36
863,955,6/19/2025,4020.05
864,686,5/26/2025,1349.98
865,181,7/15/2025,124006.53
866,160,4/19/2025,8154.29
867,901,3/5/2025,109883.92
868,499,9/14/2025,131578.55
869,670,8/4/2025,179384.04
870,363,11/27/2025,1776.13
871,183,6/16/2025,146244.31
872,894,9/26/2025,7780.45
873,454,4/23/2025,4323.78
874,206,4/6/2026,129550.95
875,316,4/3/2026,6606.05
