id,po_id,product_id,quantity,unit_cost
151,24,353,235,1962.28
152,24,118,172,455.37
153,24,189,205,1544.69
154,24,268,168,1758.15
155,24,80,103,2341.1
156,24,75,141,1925.47
157,25,179,222,3863.21
158,25,312,164,3469.97
159,25,297,292,1756.55
160,25,456,83,3644.96
161,25,163,254,3078.52
162,25,357,188,4866.63
163,25,157,50,2102.2
164,25,165,120,4872.23
165,26,219,26,784.34
166,26,60,149,2752.62
167,26,125,78,1727.7
168,26,34,54,3565.33
169,26,233,262,2094.89
170,27,387,218,795.03
171,27,419,138,513.46
172,27,149,219,2841.62
173,27,490,175,4948.22
174,28,131,268,2300.27
175,28,482,262,1558.1
176,28,400,99,3955.99
177,28,47,92,2530.82
178,28,212,34,677.55
179,28,280,22,315.66
180,28,55,113,4855.67
181,28,417,282,2337.9
182,28,39,136,4285.32
183,29,450,219,4958.07
184,29,355,192,3942.12
185,29,227,243,3728.05
186,29,74,133,1515.58
187,29,228,173,3630.0
188,29,485,61,3605.64
189,29,466,60,1231.39
190,29,382,86,1205.59
191,30,418,113,305.1
192,30,395,178,3570.41
193,30,12,128,2793.07
194,30,240,192,2951.42
195,30,353,164,2655.82
196,30,311,277,327.41
197,30,290,269,2154.14
198,31,148,185,4954.84
199,31,419,145,2959.77
200,31,480,171,4882.88
201,32,55,207,2176.86
202,32,408,39,441.34
203,32,7,201,567.16
204,32,307,21,1847.79
205,32,126,101,1711.88
206,32,398,158,95.51
207,32,444,178,4113.46
208,33,450,210,4224.36
209,33,396,108,1992.19
210,33,202,243,2694.62
211,33,329,84,4178.68
212,33,194,34,470.15
213,33,216,106,4396.28
214,33,67,170,87.76
215,34,425,12,3118.47
216,34,31,254,3639.51
217,34,389,75,2999.27
218,34,367,100,4207.09
219,34,172,140,1758.36
220,34,382,228,2390.17
221,34,179,229,1580.72
222,34,497,162,4441.57
223,34,236,86,2750.28
224,35,146,58,4917.15
225,35,356,186,3021.99
226,35,236,87,4489.13
227,35,363,83,518.53
228,35,215,284,1174.38
229,35,166,243,4165.42
230,35,457,144,3779.69
231,36,362,296,4595.48
232,36,43,64,1946.64
233,36,277,124,658.16
234,36,489,110,778.91
235,36,423,95,1715.94
236,36,27,276,975.74
237,36,7,186,4486.23
238,36,143,101,4186.35
239,37,492,287,645.35
240,37,171,290,3516.24
241,37,64,144,4304.06
242,37,489,155,4992.33
243,37,34,99,4049.41
244,37,299,261,203.84
245,37,65,260,1784.26
246,38,307,92,3863.41
247,38,160,72,2897.29
248,38,217,45,3073.93
249,38,162,280,4890.49
250,38,64,153,4620.22
251,38,429,187,1727.56
252,39,57,280,3148.86
253,39,64,171,2841.87
254,39,300,178,3543.81
255,39,115,59,2373.72
256,40,52,78,3843.38
257,40,353,81,2245.05
258,40,339,179,1185.18
259,41,277,223,3001.75
260,41,119,64,4268.63
261,41,179,95,3476.06
262,41,487,264,4662.76
263,41,20,71,1354.14
264,41,483,190,187.74
265,42,50,37,2026.99
266,42,391,32,2509.84
267,42,30,239,1051.17
268,42,370,102,2698.22
269,42,209,210,869.66
270,43,252,64,3764.71
271,43,139,179,1181.63
272,43,346,205,1279.57
273,43,451,127,971.0
274,43,142,224,1510.21
275,44,117,104,3201.62
276,44,455,69,2997.21
277,44,261,146,1454.99
278,44,419,191,4901.59
279,44,227,211,4871.42
280,44,46,29,1773.16
281,44,298,163,3333.7
282,44,213,30,2696.88
283,45,277,262,2653.11
284,45,59,21,2908.92
285,45,292,174,4873.15
286,45,436,192,3470.57
287,45,64,27,1933.07
288,46,362,238,1079.0
289,46,56,141,594.07
290,46,476,206,1662.28
291,46,479,65,2047.94
292,46,322,45,4304.09
293,46,292,277,4808.91
294,46,104,251,2940.49
295,46,323,171,558.49
296,46,385,248,2889.41
297,47,380,92,575.81
298,47,289,230,3338.49
299,47,309,176,2002.3
300,47,465,160,201.72
301,48,289,34,650.7
302,48,436,63,4216.67
303,48,323,21,1159.1
304,48,330,233,2851.63
305,48,262,123,4088.59
306,48,4,175,3899.45
307,48,355,228,2022.35
308,48,382,231,4893.9
309,48,157,273,4604.37
310,49,35,155,3410.75
311,49,447,201,3246.77
312,49,70,197,726.48
313,50,299,114,4432.64
314,50,338,223,3525.58
315,50,217,139,4280.56
316,51,19,169,4744.96
317,51,225,133,919.01
318,51,146,41,2026.57
319,52,421,29,400.19
320,52,395,125,4922.92
321,52,169,283,3893.97
322,53,416,246,4438.99
323,53,445,28,1295.46
324,53,329,186,4298.12
325,53,405,124,3738.68
326,53,425,23,3009.48
327,53,353,112,2583.21
328,53,454,90,625.36
329,53,183,141,2675.46
330,53,269,35,2483.09
331,54,370,68,2220.74
332,54,35,225,2544.0
333,54,154,100,4013.21
334,54,23,124,4543.73
335,54,163,114,2742.5
336,54,205,196,1784.88
337,54,83,193,3157.92
338,54,59,30,2340.72
339,54,14,133,3534.4
340,55,499,290,413.76
341,55,154,192,663.75
342,55,75,96,2509.4
343,55,3,277,2132.46
344,55,367,216,4240.89
345,55,340,175,3674.73
346,55,254,30,3303.12
347,55,78,191,926.21
348,55,389,37,4188.22
349,56,160,146,3646.61
350,56,10,98,223.83
351,56,20,124,885.4
352,56,259,27,1629.11
353,57,397,269,2888.4
354,57,482,23,4779.85
355,57,491,125,4849.95
356,57,403,130,3367.3
357,57,369,132,1008.49
358,57,432,52,2121.72
359,58,233,102,2110.32
360,58,236,228,3216.1
361,58,459,256,562.2
362,58,385,61,2579.87
363,58,399,232,444.77
364,58,422,170,1704.05
365,58,143,137,1583.22
366,58,458,73,1572.95
367,58,210,222,520.1
368,58,123,106,3656.34
369,59,26,282,3010.13
370,59,27,143,3952.65
371,59,228,55,3127.0
372,60,56,269,4712.94
373,60,446,26,2833.43
374,60,120,64,706.31
375,60,367,233,433.44
376,61,449,282,2600.24
377,61,460,182,3323.67
378,61,298,207,691.74
379,61,215,184,459.14
380,61,424,89,214.64
381,62,196,17,1841.94
382,62,78,24,3394.15
383,62,145,161,2520.02
384,63,326,247,112.39
385,63,79,63,1219.97
386,63,46,105,2366.35
387,63,195,276,682.13
388,63,50,296,4692.32
389,63,438,148,2371.54
390,63,17,50,1531.11
391,63,171,178,1940.44
392,63,314,158,2991.28
393,63,493,182,614.42
394,64,164,52,3904.66
395,64,330,113,2138.32
396,64,199,65,2348.18
397,64,191,99,4432.01
398,64,271,225,387.22
399,64,230,137,2743.14
400,64,371,196,3335.08
401,64,420,119,3136.78
402,64,113,177,1787.44
403,64,494,28,4077.16
404,65,434,249,3163.66
405,65,275,74,533.19
406,65,41,290,1228.17
407,66,407,66,3220.38
408,66,133,19,3998.18
409,66,221,225,3791.3
410,66,390,96,348.75
411,67,286,155,227.81
412,67,51,233,1481.68
413,67,334,120,2972.39
414,67,273,208,3065.75
415,67,228,36,1923.82
416,68,217,235,183.52
417,68,11,27,2806.37
418,68,337,190,3080.33
419,68,440,166,4434.7
420,68,402,82,203.96
421,68,60,79,4902.56
422,68,101,82,3753.83
423,68,27,61,547.59
424,68,97,187,102.81
425,69,241,124,2355.68
426,69,49,277,3383.13
427,69,192,18,2569.42
428,69,458,47,369.3
429,69,253,163,1015.37
430,70,15,155,1640.33
431,70,465,10,101.09
432,70,52,285,1863.81
433,70,144,275,3109.08
434,70,148,240,853.64
435,70,299,294,267.41
436,70,194,156,2164.43
437,70,305,39,1748.38
438,70,167,180,74.77
439,71,367,252,2469.64
440,71,109,264,478.6
441,71,362,140,178.67
442,71,351,43,1559.9
443,72,38,143,2332.62
444,72,400,243,2230.39
445,72,72,274,1036.09
446,72,257,187,3902.53
447,72,12,120,3178.27
448,73,181,126,1130.8
449,73,164,50,1051.98
450,73,19,203,1717.49
451,73,418,20,2206.17
452,73,299,26,2885.48
453,73,482,15,826.47
454,74,231,286,4444.39
455,74,490,285,2762.26
456,74,293,235,910.53
457,74,424,195,4429.33
458,74,92,224,3362.66
459,74,290,235,1371.21
460,74,500,272,1498.08
461,74,152,97,4834.16
462,74,458,176,819.68
463,75,444,79,1260.73
464,75,257,105,2768.79
465,75,56,18,1472.04
466,75,352,65,804.08
467,75,59,281,1201.82
468,75,66,188,974.78
469,76,158,90,1052.62
470,76,269,25,4893.05
471,76,96,270,949.38
472,76,17,274,3341.38
473,76,155,246,1682.5
474,76,108,294,3969.44
475,76,450,56,4754.91
476,76,438,105,1827.42
477,76,307,259,4900.31
478,77,363,242,1336.67
479,77,204,207,2854.76
480,77,497,262,1522.99
481,77,296,97,990.03
482,77,419,71,1463.57
483,77,337,240,1513.83
484,77,52,87,2882.75
485,77,495,282,527.86
486,77,385,15,2682.78
487,77,402,159,924.54
488,78,387,226,3991.85
489,78,329,233,2014.68
490,78,48,31,1109.03
491,78,153,245,4334.2
492,78,254,146,2604.74
493,78,429,271,4284.42
494,78,473,261,1572.86
495,78,100,162,4360.51
496,78,381,169,2359.01
497,79,177,156,3993.82
498,79,470,242,2451.97
499,79,238,275,956.25
500,79,391,159,4223.72
501,79,459,56,573.41
502,79,128,90,1201.11
503,79,174,67,3864.34
504,80,153,290,3039.77
505,80,86,294,2570.71
506,80,387,218,3025.99
507,80,378,72,3453.56
508,80,322,112,1990.98
509,80,271,200,1589.81
510,80,379,94,3464.19
511,80,117,273,3825.88
512,81,309,109,3680.3
513,81,303,240,3392.19
514,81,292,92,4805.27
515,82,195,167,2105.79
516,82,20,178,3446.63
517,82,94,68,2316.36
518,82,420,164,4003.25
519,82,162,251,1105.89
520,82,159,242,64.05
521,82,277,278,2937.29
522,82,271,226,578.96
523,82,300,156,918.46
524,83,393,226,3858.87
525,83,208,34,530.73
526,83,319,27,122.79
527,83,297,245,2803.04
528,84,123,192,1254.27
529,84,244,253,2976.44
530,84,151,30,1593.62
531,85,144,180,4734.57
532,85,487,12,2162.34
533,85,113,243,78.36
534,85,366,232,4790.87
535,85,232,185,1947.93
536,85,139,245,1680.18
537,85,35,20,249.68
538,85,260,166,3840.23
539,85,482,275,4179.81
540,86,294,267,90.46
541,86,334,235,4506.67
542,86,261,224,2524.16
543,86,161,169,4219.86
544,86,253,122,3799.5
545,86,445,200,2676.97
546,86,398,22,2546.52
547,87,241,233,2066.6
548,87,382,126,4091.75
549,87,59,125,3847.01
550,87,139,64,3871.35
551,87,364,237,1304.18
552,88,275,13,2160.65
553,88,271,262,412.18
554,88,497,237,3464.05
555,88,402,273,4994.82
556,88,104,295,2641.64
557,88,324,31,190.9
558,88,202,12,4614.71
559,88,480,117,1341.14
560,89,485,128,1574.05
561,89,151,155,687.72
562,89,265,219,2505.04
563,89,118,31,2364.6
564,89,292,242,468.07
565,89,73,59,3266.06
566,89,114,260,1538.34
567,89,433,69,3971.72
568,89,19,32,4448.93
569,90,225,32,1964.15
570,90,198,149,1920.66
571,90,361,95,3646.32
572,90,35,169,980.75
573,90,403,203,2309.61
574,90,166,273,1182.21
575,90,253,34,1076.35
576,90,44,89,459.77
577,91,5,10,3600.75
578,91,370,27,2222.71
579,91,279,140,3289.65
580,91,296,210,2036.17
581,91,369,65,2058.51
582,91,52,25,2840.76
583,91,407,144,994.36
584,91,332,57,1458.43
585,92,147,138,4509.13
586,92,75,115,2324.11
587,92,7,213,1831.6
588,92,131,45,3117.34
589,93,20,200,1910.53
590,93,237,166,4169.15
591,93,266,200,3722.91
592,93,164,117,4426.96
593,93,277,260,4798.87
594,93,55,227,2911.82
595,93,90,276,502.88
596,93,328,220,3452.96
597,93,298,96,3845.21
598,93,84,232,2371.19
599,94,315,187,1555.57
600,94,460,212,1788.84
601,94,29,294,821.95
602,94,237,251,2339.36
603,94,400,35,1162.81
604,94,350,109,1466.68
605,94,32,238,120.49
606,94,350,130,1451.71
607,94,312,170,1424.54
608,94,60,160,738.23
609,95,46,49,288.79
610,95,162,196,3199.5
611,95,206,70,2604.12
612,95,281,92,1018.08
613,95,164,117,2308.0
614,95,314,19,662.82
615,95,176,180,584.5
616,96,115,75,1331.19
617,96,26,222,669.81
618,96,373,275,171.4
619,96,486,57,4200.35
620,96,166,184,1544.91
621,96,126,203,326.69
622,96,148,257,1753.88
623,96,18,21,4547.56
624,97,258,207,4978.78
625,97,227,158,1190.9
626,97,88,79,1879.26
627,97,4,100,2637.68
628,97,261,122,1964.89
629,97,451,45,198.8
630,97,371,132,2716.95
631,98,234,193,3735.79
632,98,146,67,3466.28
633,98,421,91,895.74
634,98,413,16,2777.63
635,98,359,140,1038.24
636,98,245,114,468.44
637,98,110,154,2683.85
638,99,184,252,4182.97
639,99,77,131,3505.26
640,99,94,86,698.51
641,99,154,223,3199.42
642,99,76,179,4630.03
643,99,355,27,322.42
644,100,454,206,3447.35
645,100,357,52,1890.14
646,100,363,241,1930.59
647,100,328,276,697.54
648,100,249,196,4578.49
649,100,354,257,1069.56
650,100,266,51,1088.09
651,100,136,70,4622.64
652,101,257,246,4724.01
653,101,195,183,2964.75
654,101,355,171,1119.64
655,101,495,176,417.53
656,101,8,274,3273.01
657,101,10,92,848.41
658,101,110,155,1322.12
659,101,394,146,3632.2
660,101,389,72,4999.37
661,102,228,141,4312.28
662,102,288,170,1711.73
663,102,130,300,3926.63
664,102,138,247,1291.64
665,102,349,80,1847.65
666,102,34,138,4922.52
667,102,233,264,4034.11
668,103,398,112,1818.37
669,103,137,257,2626.81
670,103,25,187,1042.57
671,104,115,236,460.16
672,104,224,278,1099.41
673,104,388,232,2886.98
674,104,68,151,3735.19
675,104,396,195,2915.78
676,104,456,20,2531.65
677,104,67,53,683.73
678,104,195,44,1933.95
679,104,286,285,329.43
680,105,145,271,2025.06
681,105,42,144,2574.92
682,105,448,192,1049.12
683,105,110,287,978.73
684,105,14,41,3686.79
685,105,142,246,445.43
686,105,116,269,2725.91
687,105,125,248,3002.25
688,105,381,42,1013.03
689,106,384,300,4294.73
690,106,70,221,4491.59
691,106,160,264,977.07
692,106,295,128,3098.35
693,107,378,205,3613.41
694,107,386,203,888.17
695,107,366,257,3099.84
696,107,158,236,599.5
697,107,163,130,4958.43
698,107,52,297,3676.21
699,107,332,167,2674.58
700,107,286,188,2119.52
701,108,15,121,3156.95
702,108,405,241,1826.66
703,108,272,200,4616.19
704,109,126,27,3786.42
705,109,367,136,2797.07
706,109,240,167,3570.58
707,109,162,168,4695.56
708,110,68,237,4488.2
709,110,401,239,851.51
710,110,67,40,4780.53
711,110,188,53,4773.3
712,110,268,216,4078.34
713,110,97,244,4200.15
714,110,12,150,556.59
715,110,214,220,521.71
716,110,488,148,4566.26
717,110,256,213,4850.29
718,111,111,118,4007.05
719,111,395,146,602.58
720,111,133,223,4452.61
721,111,390,106,493.16
722,111,31,297,1304.43
723,111,69,124,965.33
724,111,456,297,4228.78
725,111,73,10,4409.13
726,111,250,274,2974.46
727,111,64,227,1289.68
728,112,130,230,2445.03
729,112,487,139,3549.72
730,112,304,69,2307.57
731,112,447,273,1496.41
732,112,431,155,1535.06
733,112,125,102,2554.14
734,112,421,62,3477.28
735,112,216,20,293.88
736,113,433,140,1874.43
737,113,472,163,4946.16
738,113,68,61,4172.9
739,113,86,296,1368.57
740,113,97,232,1518.84
741,113,270,66,712.11
742,113,404,207,2123.41
743,113,496,86,614.86
744,113,438,210,3354.44
745,114,336,224,1190.93
746,114,369,101,2860.27
747,114,453,210,3411.46
748,114,179,151,638.76
749,114,141,157,3277.2
750,114,242,125,4045.01
751,115,321,113,4557.92
752,115,23,286,585.64
753,115,11,73,4400.96
754,116,496,116,4314.78
755,116,192,106,500.51
756,116,482,189,2453.86
757,116,392,277,1945.3
758,116,211,125,2456.97
759,116,255,53,73.24
760,116,467,265,598.52
761,116,180,241,293.98
762,116,113,144,1413.63
763,117,485,270,648.02
764,117,473,92,3830.94
765,117,305,66,4693.65
766,117,492,247,1595.58
767,117,146,130,1335.63
768,117,19,282,4407.02
769,117,118,141,562.38
770,118,50,153,4521.37
771,118,82,60,4178.75
772,118,428,261,2131.92
773,118,54,25,2604.01
774,118,351,148,2103.33
775,118,323,74,2339.39
776,118,247,254,2897.19
777,118,407,145,4900.8
778,118,289,85,1808.71
779,119,367,64,203.89
780,119,224,143,2999.89
781,119,488,173,2804.58
782,119,264,227,4071.6
783,119,416,83,886.01
784,119,454,71,3600.3
785,119,318,288,384.08
786,120,323,152,4124.61
787,120,364,259,4996.45
788,120,188,133,2227.53
789,120,122,229,1696.97
790,120,143,216,1945.98
791,120,270,93,1287.59
792,120,149,257,4290.38
793,120,11,298,3548.91
794,121,319,150,1816.96
795,121,232,249,949.0
796,121,446,247,3522.93
797,121,383,200,4329.6
798,121,94,126,1693.47
799,122,2,251,2743.31
800,122,228,37,2895.03
801,122,302,204,4055.69
802,122,158,61,529.78
803,122,51,267,749.95
804,122,194,81,2110.35
805,122,453,300,3992.2
806,123,14,108,4986.84
807,123,144,290,3472.52
808,123,314,282,1833.71
809,123,272,269,4490.46
810,123,163,21,886.68
811,123,490,39,4694.05
812,123,310,241,3417.62
813,123,278,185,2121.76
814,124,102,121,3021.63
815,124,200,64,2085.7
816,124,264,274,1488.12
817,124,403,296,3061.08
818,124,458,198,3544.62
819,124,454,191,2247.37
820,124,44,58,2224.91
821,124,124,116,3267.52
822,124,67,129,609.7
823,124,25,260,2425.67
824,125,333,130,1288.21
825,125,63,262,4213.48
826,125,427,230,2561.37
827,126,50,119,3310.53
828,126,238,299,2996.46
829,126,179,288,4967.51
830,126,52,264,1127.27
831,126,67,228,3914.42
832,126,386,28,2608.36
833,126,474,59,3576.82
834,126,91,237,4419.48
835,126,328,13,819.74
836,126,176,51,1831.66
837,127,28,61,2817.06
838,127,478,254,4595.54
839,127,86,150,3039.0
840,127,86,212,3629.19
841,128,480,178,886.13
842,128,380,34,3806.98
843,128,163,256,1068.2
844,128,45,47,4311.75
845,128,461,61,1570.62
846,128,160,168,3922.45
847,128,331,207,510.85
848,128,225,10,4465.46
849,129,6,245,2117.79
850,129,48,22,1020.68
851,129,428,61,1106.43
852,129,406,17,3715.2
853,129,47,142,1220.51
854,129,261,286,2523.58
855,130,160,294,1040.35
856,130,320,208,3719.23
857,130,17,245,1523.64
858,130,202,159,3494.84
859,130,499,229,2286.78
860,130,467,188,4518.73
861,130,252,239,3432.79
862,131,195,164,4190.02
863,131,247,207,4226.84
864,131,447,141,575.66
865,131,343,228,775.28
866,132,106,79,2789.04
867,132,161,162,1045.12
868,132,291,103,1361.24
869,132,382,222,4926.94
870,132,354,94,3884.19
871,133,197,153,1980.9
872,133,268,207,695.06
873,133,107,246,4856.7
874,133,270,100,2561.02
875,133,142,262,1560.22
876,133,358,115,2797.91
877,133,65,181,55.52
878,133,315,215,3243.05
879,133,287,259,181.93
880,133,407,24,252.0
881,134,227,274,3600.83
882,134,297,296,1221.92
883,134,432,111,878.42
884,134,163,49,3281.85
885,134,277,81,1233.3
886,134,173,244,4807.79
887,134,280,270,1661.76
888,134,406,288,4403.95
889,134,216,70,836.34
890,134,500,75,3352.53
891,135,391,123,4642.91
892,135,496,79,3082.55
893,135,394,155,3229.14
894,135,207,91,4211.8
895,135,365,12,4410.56
896,135,249,81,3711.76
897,135,59,235,875.69
898,135,220,29,2785.72
899,135,64,240,2748.41
900,136,396,209,4061.49
901,136,42,235,1758.29
902,136,248,28,652.21
903,136,440,158,4042.36
904,136,19,246,1233.93
905,136,489,156,885.12
906,136,262,11,4050.27
907,136,119,17,399.03
908,137,456,172,4039.95
909,137,354,62,2301.52
910,137,153,111,2088.96
911,137,157,210,4165.45
912,137,421,215,4507.4
913,137,249,57,2569.03
914,137,84,44,804.12
915,137,290,229,3980.85
916,137,320,166,373.14
917,137,49,167,4272.08
918,138,500,107,1279.35
919,138,222,225,4290.29
920,138,216,88,2712.59
921,138,430,45,2537.95
922,138,344,64,2141.58
923,139,264,141,3297.2
924,139,199,67,3531.55
925,139,257,242,3290.42
926,139,202,157,383.97
927,139,386,149,3850.26
928,139,126,117,3365.79
929,139,473,196,4576.01
930,139,161,235,4067.84
931,139,271,187,2376.19
932,139,166,256,2852.55
933,140,460,54,175.25
934,140,279,70,1001.73
935,140,275,170,3927.12
936,140,402,168,4127.36
937,141,30,263,3699.1
938,141,66,37,2231.54
939,141,130,94,1355.25
940,142,264,142,3096.79
941,142,436,276,2762.34
942,142,93,183,599.07
943,142,293,155,2211.09
944,143,206,171,559.29
945,143,492,28,311.66
946,143,498,112,4687.77
947,143,168,165,4479.59
948,143,466,122,4835.96
949,144,10,115,813.33
950,144,327,228,2120.18
951,144,224,300,2044.42
952,144,163,154,1866.83
953,144,108,205,1692.69
954,145,67,194,4638.8
955,145,463,99,2105.54
956,145,111,148,391.78
957,145,418,232,157.76
958,145,450,47,3499.69
959,145,53,255,1608.64
960,145,481,132,3472.98
961,145,432,177,4331.63
962,146,393,275,2546.21
963,146,213,124,4329.24
964,146,340,143,363.22
965,146,175,236,2237.35
966,146,4,90,2462.28
967,146,54,165,2159.45
968,146,127,76,4581.72
969,146,209,23,1193.75
970,146,452,38,2849.34
971,147,65,77,2916.19
972,147,431,288,4411.71
973,147,431,173,624.44
974,147,124,238,2568.06
975,147,462,228,1978.2
976,148,496,84,4623.9
977,148,215,142,582.4
978,148,461,258,2476.2
979,148,378,171,4243.06
980,148,442,287,2663.83
981,149,1,107,4767.05
982,149,172,27,3089.72
983,149,482,81,3683.64
984,149,250,75,3950.1
985,149,5,188,2343.72
986,149,129,55,3876.99
987,150,318,234,4499.3
988,150,39,300,1147.77
989,150,134,79,2539.53
990,150,255,132,736.56
991,151,270,166,4448.09
992,151,206,58,4194.53
993,151,22,274,3047.46
994,151,385,176,904.91
995,151,48,40,3881.21
996,151,440,98,1623.2
997,151,192,112,4853.59
998,151,106,145,3618.58
999,152,293,99,3409.9
1000,152,344,218,224.67
1001,152,169,47,4353.37
1002,152,476,48,3168.82
1003,152,245,174,682.8
1004,153,129,233,2737.31
1005,153,207,203,3578.16
1006,153,21,208,603.53
1007,153,357,27,571.53
1008,153,32,76,4072.07
1009,153,143,202,4666.16
1010,153,102,287,3950.91
1011,154,16,268,1473.86
1012,154,67,20,2917.13
1013,154,116,112,2652.43
1014,154,431,96,1706.5
1015,154,64,97,3484.94
1016,154,382,184,1646.31
1017,154,79,218,490.27
1018,154,384,104,4138.55
1019,155,326,183,3874.82
1020,155,417,210,189.39
1021,155,246,19,2260.08
1022,155,370,200,3543.63
1023,155,84,52,2006.69
1024,156,374,154,884.29
1025,156,417,44,4511.24
1026,156,227,68,4582.5
1027,156,139,81,3708.99
1028,156,109,157,765.07
1029,156,7,196,4246.36
1030,156,371,24,4723.9
1031,156,1,255,4294.68
1032,156,229,89,4079.52
1033,156,183,263,2417.81
1034,157,224,171,2560.0
1035,157,19,39,2416.28
1036,157,92,145,3354.0
1037,158,354,280,4145.9
1038,158,139,300,843.35
1039,158,400,78,4783.09
1040,158,265,153,449.23
1041,159,202,20,4808.34
1042,159,488,158,3670.87
1043,159,457,281,3600.75
1044,159,246,147,2580.32
1045,160,426,34,88.32
1046,160,67,240,1790.97
1047,160,309,192,106.14
1048,160,69,237,2264.6
1049,160,59,106,1306.6
1050,160,18,274,2865.23
1051,160,406,46,2323.15
1052,160,225,78,653.71
1053,160,112,263,1743.21
1054,161,15,105,4265.41
1055,161,420,248,2583.84
1056,161,141,164,1215.29
1057,161,224,204,3237.51
1058,161,273,124,1127.33
1059,161,318,188,3949.05
1060,161,316,139,4579.43
1061,161,22,197,2261.38
1062,161,135,214,3822.19
1063,162,449,255,217.55
1064,162,344,139,1652.62
1065,162,37,211,2255.07
1066,162,328,227,2714.83
1067,162,393,206,4187.32
1068,162,35,238,1073.55
1069,162,73,127,3837.53
1070,162,186,237,952.47
1071,163,97,132,1133.09
1072,163,401,174,2025.37
1073,163,496,185,1582.19
1074,163,387,187,3631.29
1075,163,307,168,2306.68
1076,164,22,149,1160.79
1077,164,247,92,2405.29
1078,164,376,12,3614.85
1079,164,240,126,3090.52
1080,164,231,106,3390.53
1081,164,419,257,3412.72
1082,165,40,134,1638.9
1083,165,399,50,4328.31
1084,165,486,153,4123.46
