batch_id,product_id,supplier_id,quantity_received,quantity_remaining,unit_cost,date_received,barcode,po_id
70,498,1,181,21,388.44,2025-04-18,BATCH000070,11
71,384,1,277,198,4557.6,2025-04-18,BATCH000071,11
72,432,1,387,0,1227.09,2025-04-18,BATCH000072,11
73,40,1,330,330,4970.48,2025-04-18,BATCH000073,11
74,276,1,150,0,268.22,2025-04-18,BATCH000074,11
75,465,1,223,223,1426.12,2025-04-26,BATCH000075,12
76,115,1,286,0,1221.01,2025-04-26,BATCH000076,12
77,442,1,400,248,4030.17,2025-04-26,BATCH000077,12
78,119,1,285,231,2152.63,2025-05-10,BATCH000078,13
79,477,1,360,360,3240.82,2025-05-10,BATCH000079,13
80,423,1,82,82,3815.28,2025-05-10,BATCH000080,13
81,9,1,315,0,1490.78,2025-05-10,BATCH000081,13
82,364,1,276,0,969.0,2025-05-10,BATCH000082,13
83,38,1,137,0,2640.01,2025-05-10,BATCH000083,13
84,296,1,318,318,4492.29,2025-05-10,BATCH000084,13
85,241,1,235,0,99.96,2025-05-10,BATCH000085,13
86,491,1,82,0,763.31,2025-05-10,BATCH000086,13
87,373,1,188,188,1617.65,2025-05-22,BATCH000087,14
88,330,1,69,0,2795.57,2025-05-22,BATCH000088,14
89,87,1,277,66,229.01,2025-05-22,BATCH000089,14
90,223,1,250,250,4699.67,2025-05-22,BATCH000090,14
91,283,1,32,32,4783.28,2025-05-22,BATCH000091,14
92,124,1,355,0,2557.1,2025-05-22,BATCH000092,14
93,268,1,272,250,3582.16,2025-05-22,BATCH000093,14
94,75,1,93,0,4252.57,2025-05-22,BATCH000094,14
95,443,1,399,0,1506.7,2025-06-03,BATCH000095,15
96,421,1,334,165,241.83,2025-06-03,BATCH000096,15
97,489,1,211,0,4048.5,2025-06-03,BATCH000097,15
98,298,1,421,421,771.85,2025-06-03,BATCH000098,15
99,223,1,309,309,3383.81,2025-06-03,BATCH000099,15
100,238,1,342,261,3815.2,2025-06-14,BATCH000100,16
101,285,1,168,75,4582.31,2025-06-14,BATCH000101,16
102,433,1,343,0,4256.98,2025-06-14,BATCH000102,16
103,88,1,60,0,2295.94,2025-06-14,BATCH000103,16
104,288,1,285,0,1057.99,2025-06-14,BATCH000104,16
105,151,1,326,0,70.26,2025-06-14,BATCH000105,16
106,316,1,191,174,3223.88,2025-06-27,BATCH000106,17
107,456,1,359,165,449.98,2025-06-27,BATCH000107,17
108,228,1,335,335,2715.48,2025-06-27,BATCH000108,17
109,378,1,352,352,1920.36,2025-06-27,BATCH000109,17
110,485,1,140,0,2142.03,2025-06-27,BATCH000110,17
111,134,1,128,0,1564.69,2025-07-07,BATCH000111,18
112,404,1,301,73,4461.84,2025-07-07,BATCH000112,18
113,216,1,256,0,947.46,2025-07-07,BATCH000113,18
114,373,1,300,300,2936.34,2025-07-21,BATCH000114,19
115,459,1,256,256,288.99,2025-07-21,BATCH000115,19
116,250,1,83,0,3642.42,2025-07-21,BATCH000116,19
117,116,1,350,350,3066.42,2025-07-21,BATCH000117,19
118,386,1,404,378,3145.64,2025-07-30,BATCH000118,20
119,350,1,175,54,453.64,2025-07-30,BATCH000119,20
120,442,1,270,170,2011.79,2025-07-30,BATCH000120,20
121,249,1,455,0,3201.46,2025-07-30,BATCH000121,20
122,62,1,354,0,2895.6,2025-07-30,BATCH000122,20
123,3,1,383,46,3709.2,2025-07-30,BATCH000123,20
124,44,1,455,8,4191.61,2025-07-30,BATCH000124,20
125,337,1,461,75,4009.5,2025-07-30,BATCH000125,20
126,120,1,195,195,1470.32,2025-07-30,BATCH000126,20
127,421,1,303,0,4478.41,2025-08-13,BATCH000127,21
128,401,1,435,80,334.4,2025-08-13,BATCH000128,21
129,67,1,232,0,2431.16,2025-08-13,BATCH000129,21
130,476,1,305,305,711.09,2025-08-13,BATCH000130,21
131,295,1,406,0,2055.5,2025-08-13,BATCH000131,21
132,142,1,362,12,2245.68,2025-08-13,BATCH000132,21
133,199,1,290,0,3612.71,2025-08-13,BATCH000133,21
134,109,1,436,194,4166.83,2025-08-26,BATCH000134,22
135,26,1,254,0,4070.58,2025-08-26,BATCH000135,22
136,4,1,375,0,1165.51,2025-08-26,BATCH000136,22
137,34,1,92,0,932.72,2025-08-26,BATCH000137,22
138,433,1,221,221,731.58,2025-08-26,BATCH000138,22
139,233,1,274,187,3882.01,2025-08-26,BATCH000139,22
140,18,1,249,0,2668.11,2025-08-26,BATCH000140,22
141,11,1,287,0,188.7,2025-08-26,BATCH000141,22
142,462,1,197,55,81.97,2025-09-04,BATCH000142,23
143,416,1,332,332,1956.47,2025-09-04,BATCH000143,23
144,297,1,460,125,4496.08,2025-09-04,BATCH000144,23
145,475,1,220,220,785.62,2025-09-04,BATCH000145,23
146,334,1,411,0,982.31,2025-09-04,BATCH000146,23
147,156,1,359,359,4023.77,2025-09-14,BATCH000147,24
148,378,1,123,77,3721.16,2025-09-14,BATCH000148,24
149,331,1,113,99,4787.55,2025-09-14,BATCH000149,24
150,176,1,225,0,1409.24,2025-09-14,BATCH000150,24
151,353,1,344,344,1962.28,2025-09-14,BATCH000151,24
152,118,1,253,253,455.37,2025-09-14,BATCH000152,24
153,189,1,325,0,1544.69,2025-09-14,BATCH000153,24
154,268,1,246,246,1758.15,2025-09-14,BATCH000154,24
155,80,1,302,38,2341.1,2025-09-14,BATCH000155,24
156,75,1,240,0,1925.47,2025-09-14,BATCH000156,24
157,179,1,242,223,3863.21,2025-09-28,BATCH000157,25
158,312,1,198,0,3469.97,2025-09-28,BATCH000158,25
159,297,1,307,0,1756.55,2025-09-28,BATCH000159,25
160,456,1,229,205,3644.96,2025-09-28,BATCH000160,25
161,163,1,299,299,3078.52,2025-09-28,BATCH000161,25
162,357,1,238,238,4866.63,2025-09-28,BATCH000162,25
163,157,1,237,43,2102.2,2025-09-28,BATCH000163,25
164,165,1,220,7,4872.23,2025-09-28,BATCH000164,25
165,219,1,34,0,784.34,2025-10-08,BATCH000165,26
166,60,1,252,0,2752.62,2025-10-08,BATCH000166,26
167,125,1,207,207,1727.7,2025-10-08,BATCH000167,26
168,34,1,131,0,3565.33,2025-10-08,BATCH000168,26
169,233,1,398,148,2094.89,2025-10-08,BATCH000169,26
170,387,1,282,0,795.03,2025-10-16,BATCH000170,27
171,419,1,318,318,513.46,2025-10-16,BATCH000171,27
172,149,1,304,304,2841.62,2025-10-16,BATCH000172,27
173,490,1,258,21,4948.22,2025-10-16,BATCH000173,27
174,131,1,336,224,2300.27,2025-10-27,BATCH000174,28
175,482,1,442,273,1558.1,2025-10-27,BATCH000175,28
176,400,1,201,201,3955.99,2025-10-27,BATCH000176,28
177,47,1,272,272,2530.82,2025-10-27,BATCH000177,28
178,212,1,179,0,677.55,2025-10-27,BATCH000178,28
179,280,1,113,113,315.66,2025-10-27,BATCH000179,28
180,55,1,288,62,4855.67,2025-10-27,BATCH000180,28
181,417,1,382,331,2337.9,2025-10-27,BATCH000181,28
182,39,1,193,21,4285.32,2025-10-27,BATCH000182,28
183,450,1,244,244,4958.07,2025-11-08,BATCH000183,29
184,355,1,342,220,3942.12,2025-11-08,BATCH000184,29
185,227,1,352,0,3728.05,2025-11-08,BATCH000185,29
186,74,1,228,177,1515.58,2025-11-08,BATCH000186,29
187,228,1,338,0,3630.0,2025-11-08,BATCH000187,29
188,485,1,114,83,3605.64,2025-11-08,BATCH000188,29
189,466,1,185,0,1231.39,2025-11-08,BATCH000189,29
190,382,1,139,139,1205.59,2025-11-08,BATCH000190,29
191,418,1,124,0,305.1,2025-11-21,BATCH000191,30
192,395,1,194,194,3570.41,2025-11-21,BATCH000192,30
193,12,1,293,47,2793.07,2025-11-21,BATCH000193,30
194,240,1,209,209,2951.42,2025-11-21,BATCH000194,30
195,353,1,236,0,2655.82,2025-11-21,BATCH000195,30
196,311,1,277,277,327.41,2025-11-21,BATCH000196,30
197,290,1,467,467,2154.14,2025-11-21,BATCH000197,30
198,148,1,328,328,4954.84,2025-12-03,BATCH000198,31
199,419,1,343,286,2959.77,2025-12-03,BATCH000199,31
200,480,1,312,0,4882.88,2025-12-03,BATCH000200,31
201,55,1,312,312,2176.86,2025-12-14,BATCH000201,32
202,408,1,215,0,441.34,2025-12-14,BATCH000202,32
203,7,1,298,0,567.16,2025-12-14,BATCH000203,32
204,307,1,206,206,1847.79,2025-12-14,BATCH000204,32
205,126,1,249,249,1711.88,2025-12-14,BATCH000205,32
206,398,1,257,0,95.51,2025-12-14,BATCH000206,32
207,444,1,346,346,4113.46,2025-12-14,BATCH000207,32
208,450,1,384,0,4224.36,2025-12-21,BATCH000208,33
209,396,1,210,0,1992.19,2025-12-21,BATCH000209,33
210,202,1,435,118,2694.62,2025-12-21,BATCH000210,33
211,329,1,154,154,4178.68,2025-12-21,BATCH000211,33
212,194,1,47,47,470.15,2025-12-21,BATCH000212,33
213,216,1,198,198,4396.28,2025-12-21,BATCH000213,33
214,67,1,245,0,87.76,2025-12-21,BATCH000214,33
215,425,1,18,0,3118.47,2025-12-28,BATCH000215,34
216,31,1,421,404,3639.51,2025-12-28,BATCH000216,34
217,389,1,192,192,2999.27,2025-12-28,BATCH000217,34
218,367,1,231,231,4207.09,2025-12-28,BATCH000218,34
219,172,1,269,229,1758.36,2025-12-28,BATCH000219,34
220,382,1,260,260,2390.17,2025-12-28,BATCH000220,34
221,179,1,261,0,1580.72,2025-12-28,BATCH000221,34
222,497,1,248,248,4441.57,2025-12-28,BATCH000222,34
223,236,1,195,195,2750.28,2025-12-28,BATCH000223,34
224,146,1,256,0,4917.15,2026-01-09,BATCH000224,35
225,356,1,346,0,3021.99,2026-01-09,BATCH000225,35
226,236,1,104,0,4489.13,2026-01-09,BATCH000226,35
227,363,1,161,161,518.53,2026-01-09,BATCH000227,35
228,215,1,454,1,1174.38,2026-01-09,BATCH000228,35
229,166,1,350,334,4165.42,2026-01-09,BATCH000229,35
230,457,1,279,279,3779.69,2026-01-09,BATCH000230,35
231,362,1,449,449,4595.48,2026-01-22,BATCH000231,36
232,43,1,239,239,1946.64,2026-01-22,BATCH000232,36
233,277,1,286,0,658.16,2026-01-22,BATCH000233,36
234,489,1,216,40,778.91,2026-01-22,BATCH000234,36
235,423,1,255,255,1715.94,2026-01-22,BATCH000235,36
236,27,1,426,320,975.74,2026-01-22,BATCH000236,36
237,7,1,305,305,4486.23,2026-01-22,BATCH000237,36
238,143,1,216,216,4186.35,2026-01-22,BATCH000238,36
239,492,1,319,319,645.35,2026-01-29,BATCH000239,37
240,171,1,400,400,3516.24,2026-01-29,BATCH000240,37
241,64,1,176,0,4304.06,2026-01-29,BATCH000241,37
242,489,1,278,248,4992.33,2026-01-29,BATCH000242,37
243,34,1,288,0,4049.41,2026-01-29,BATCH000243,37
244,299,1,427,0,203.84,2026-01-29,BATCH000244,37
245,65,1,449,449,1784.26,2026-01-29,BATCH000245,37
246,307,1,254,254,3863.41,2026-02-12,BATCH000246,38
247,160,1,143,136,2897.29,2026-02-12,BATCH000247,38
248,217,1,211,137,3073.93,2026-02-12,BATCH000248,38
249,162,1,464,0,4890.49,2026-02-12,BATCH000249,38
250,64,1,327,0,4620.22,2026-02-12,BATCH000250,38
251,429,1,233,233,1727.56,2026-02-12,BATCH000251,38
252,57,1,283,0,3148.86,2026-02-26,BATCH000252,39
253,64,1,203,203,2841.87,2026-02-26,BATCH000253,39
254,300,1,284,254,3543.81,2026-02-26,BATCH000254,39
255,115,1,157,157,2373.72,2026-02-26,BATCH000255,39
256,52,1,119,47,3843.38,2026-03-09,BATCH000256,40
257,353,1,201,201,2245.05,2026-03-09,BATCH000257,40
258,339,1,217,18,1185.18,2026-03-09,BATCH000258,40
259,277,1,334,0,3001.75,2026-03-21,BATCH000259,41
260,119,1,115,115,4268.63,2026-03-21,BATCH000260,41
261,179,1,130,130,3476.06,2026-03-21,BATCH000261,41
262,487,1,378,115,4662.76,2026-03-21,BATCH000262,41
263,20,1,137,0,1354.14,2026-03-21,BATCH000263,41
264,483,1,263,35,187.74,2026-03-21,BATCH000264,41
265,50,1,41,34,2026.99,2026-03-31,BATCH000265,42
266,391,1,68,15,2509.84,2026-03-31,BATCH000266,42
267,30,1,297,0,1051.17,2026-03-31,BATCH000267,42
268,370,1,208,136,2698.22,2026-03-31,BATCH000268,42
269,209,1,325,0,869.66,2026-03-31,BATCH000269,42
270,252,1,75,0,3764.71,2026-04-13,BATCH000270,43
271,139,1,213,197,1181.63,2026-04-13,BATCH000271,43
272,346,1,220,16,1279.57,2026-04-13,BATCH000272,43
273,451,1,136,0,971.0,2026-04-13,BATCH000273,43
274,142,1,424,0,1510.21,2026-04-13,BATCH000274,43
275,117,1,117,117,3201.62,2026-04-20,BATCH000275,44
276,455,1,159,108,2997.21,2026-04-20,BATCH000276,44
277,261,1,233,0,1454.99,2026-04-20,BATCH000277,44
278,419,1,216,0,4901.59,2026-04-20,BATCH000278,44
279,227,1,215,138,4871.42,2026-04-20,BATCH000279,44
280,46,1,107,86,1773.16,2026-04-20,BATCH000280,44
281,298,1,363,363,3333.7,2026-04-20,BATCH000281,44
282,213,1,113,55,2696.88,2026-04-20,BATCH000282,44
283,277,1,404,221,2653.11,2026-04-27,BATCH000283,45
284,59,1,33,33,2908.92,2026-04-27,BATCH000284,45
285,292,1,279,279,4873.15,2026-04-27,BATCH000285,45
286,436,1,351,0,3470.57,2026-04-27,BATCH000286,45
287,64,1,144,144,1933.07,2026-04-27,BATCH000287,45
288,362,1,433,433,1079.0,2026-05-11,BATCH000288,46
289,56,1,228,228,594.07,2026-05-11,BATCH000289,46
290,476,1,301,301,1662.28,2026-05-11,BATCH000290,46
291,479,1,152,152,2047.94,2026-05-11,BATCH000291,46
292,322,1,61,16,4304.09,2026-05-11,BATCH000292,46
293,292,1,454,454,4808.91,2026-05-11,BATCH000293,46
294,104,1,354,0,2940.49,2026-05-11,BATCH000294,46
295,323,1,266,93,558.49,2026-05-11,BATCH000295,46
296,385,1,288,0,2889.41,2026-05-11,BATCH000296,46
297,380,1,274,0,575.81,2026-05-19,BATCH000297,47
298,289,1,405,0,3338.49,2026-05-19,BATCH000298,47
299,309,1,216,216,2002.3,2026-05-19,BATCH000299,47
300,465,1,231,0,201.72,2026-05-19,BATCH000300,47
301,289,1,231,0,650.7,2026-06-01,BATCH000301,48
302,436,1,111,90,4216.67,2026-06-01,BATCH000302,48
303,323,1,185,0,1159.1,2026-06-01,BATCH000303,48
304,330,1,314,314,2851.63,2026-06-01,BATCH000304,48
305,262,1,252,252,4088.59,2026-06-01,BATCH000305,48
306,4,1,259,259,3899.45,2026-06-01,BATCH000306,48
307,355,1,263,263,2022.35,2026-06-01,BATCH000307,48
308,382,1,311,303,4893.9,2026-06-01,BATCH000308,48
309,157,1,313,313,4604.37,2026-06-01,BATCH000309,48
310,35,1,174,0,3410.75,2026-06-08,BATCH000310,49
311,447,1,336,69,3246.77,2026-06-08,BATCH000311,49
312,70,1,264,264,726.48,2026-06-08,BATCH000312,49
313,299,1,128,128,4432.64,2026-06-16,BATCH000313,50
314,338,1,325,63,3525.58,2026-06-16,BATCH000314,50
315,217,1,245,0,4280.56,2026-06-16,BATCH000315,50
316,19,1,263,263,4744.96,2026-06-28,BATCH000316,51
317,225,1,138,0,919.01,2026-06-28,BATCH000317,51
318,146,1,90,90,2026.57,2026-06-28,BATCH000318,51
319,421,1,163,0,400.19,2026-07-07,BATCH000319,52
320,395,1,153,0,4922.92,2026-07-07,BATCH000320,52
321,169,1,403,403,3893.97,2026-07-07,BATCH000321,52
322,416,1,252,0,4438.99,2026-07-15,BATCH000322,53
323,445,1,42,11,1295.46,2026-07-15,BATCH000323,53
324,329,1,203,111,4298.12,2026-07-15,BATCH000324,53
325,405,1,184,73,3738.68,2026-07-15,BATCH000325,53
326,425,1,215,0,3009.48,2026-07-15,BATCH000326,53
327,353,1,164,164,2583.21,2026-07-15,BATCH000327,53
328,454,1,171,171,625.36,2026-07-15,BATCH000328,53
329,183,1,183,183,2675.46,2026-07-15,BATCH000329,53
330,269,1,69,0,2483.09,2026-07-15,BATCH000330,53
331,370,1,164,0,2220.74,2026-07-27,BATCH000331,54
332,35,1,410,410,2544.0,2026-07-27,BATCH000332,54
333,154,1,133,92,4013.21,2026-07-27,BATCH000333,54
334,23,1,158,0,4543.73,2026-07-27,BATCH000334,54
335,163,1,285,267,2742.5,2026-07-27,BATCH000335,54
336,205,1,264,111,1784.88,2026-07-27,BATCH000336,54
337,83,1,281,259,3157.92,2026-07-27,BATCH000337,54
338,59,1,113,32,2340.72,2026-07-27,BATCH000338,54
339,14,1,212,210,3534.4,2026-07-27,BATCH000339,54
340,499,1,392,0,413.76,2026-08-06,BATCH000340,55
341,154,1,279,79,663.75,2026-08-06,BATCH000341,55
342,75,1,238,0,2509.4,2026-08-06,BATCH000342,55
343,3,1,342,342,2132.46,2026-08-06,BATCH000343,55
344,367,1,249,0,4240.89,2026-08-06,BATCH000344,55
345,340,1,222,186,3674.73,2026-08-06,BATCH000345,55
346,254,1,49,49,3303.12,2026-08-06,BATCH000346,55
347,78,1,243,243,926.21,2026-08-06,BATCH000347,55
348,389,1,59,59,4188.22,2026-08-06,BATCH000348,55
349,160,1,304,100,3646.61,2026-08-13,BATCH000349,56
350,10,1,280,234,223.83,2026-08-13,BATCH000350,56
351,20,1,274,172,885.4,2026-08-13,BATCH000351,56
352,259,1,87,41,1629.11,2026-08-13,BATCH000352,56
353,397,1,388,181,2888.4,2026-08-22,BATCH000353,57
354,482,1,33,17,4779.85,2026-08-22,BATCH000354,57
355,491,1,221,0,4849.95,2026-08-22,BATCH000355,57
356,403,1,133,113,3367.3,2026-08-22,BATCH000356,57
357,369,1,185,185,1008.49,2026-08-22,BATCH000357,57
358,432,1,173,4,2121.72,2026-08-22,BATCH000358,57
359,233,1,169,169,2110.32,2026-08-31,BATCH000359,58
360,236,1,252,252,3216.1,2026-08-31,BATCH000360,58
361,459,1,447,447,562.2,2026-08-31,BATCH000361,58
362,385,1,203,0,2579.87,2026-08-31,BATCH000362,58
363,399,1,372,372,444.77,2026-08-31,BATCH000363,58
364,422,1,256,256,1704.05,2026-08-31,BATCH000364,58
365,143,1,331,331,1583.22,2026-08-31,BATCH000365,58
366,458,1,256,0,1572.95,2026-08-31,BATCH000366,58
367,210,1,422,0,520.1,2026-08-31,BATCH000367,58
368,123,1,282,165,3656.34,2026-08-31,BATCH000368,58
369,26,1,439,409,3010.13,2026-09-11,BATCH000369,59
370,27,1,180,0,3952.65,2026-09-11,BATCH000370,59
371,228,1,158,158,3127.0,2026-09-11,BATCH000371,59
372,56,1,283,283,4712.94,2026-09-23,BATCH000372,60
373,446,1,192,17,2833.43,2026-09-23,BATCH000373,60
374,120,1,236,236,706.31,2026-09-23,BATCH000374,60
375,367,1,319,260,433.44,2026-09-23,BATCH000375,60
376,449,2,367,147,2600.24,2025-01-14,BATCH000376,61
377,460,2,213,0,3323.67,2025-01-14,BATCH000377,61
378,298,2,403,188,691.74,2025-01-14,BATCH000378,61
379,215,2,280,46,459.14,2025-01-14,BATCH000379,61
380,424,2,113,0,214.64,2025-01-14,BATCH000380,61
381,196,2,140,0,1841.94,2025-01-21,BATCH000381,62
382,78,2,44,0,3394.15,2025-01-21,BATCH000382,62
383,145,2,179,0,2520.02,2025-01-21,BATCH000383,62
384,326,2,410,205,112.39,2025-02-02,BATCH000384,63
385,79,2,110,0,1219.97,2025-02-02,BATCH000385,63
386,46,2,265,0,2366.35,2025-02-02,BATCH000386,63
387,195,2,373,102,682.13,2025-02-02,BATCH000387,63
388,50,2,435,0,4692.32,2025-02-02,BATCH000388,63
389,438,2,268,0,2371.54,2025-02-02,BATCH000389,63
390,17,2,246,0,1531.11,2025-02-02,BATCH000390,63
391,171,2,201,2,1940.44,2025-02-02,BATCH000391,63
392,314,2,307,27,2991.28,2025-02-02,BATCH000392,63
393,493,2,302,93,614.42,2025-02-02,BATCH000393,63
394,164,2,130,0,3904.66,2025-02-16,BATCH000394,64
395,330,2,231,231,2138.32,2025-02-16,BATCH000395,64
396,199,2,180,0,2348.18,2025-02-16,BATCH000396,64
397,191,2,130,0,4432.01,2025-02-16,BATCH000397,64
398,271,2,396,48,387.22,2025-02-16,BATCH000398,64
399,230,2,220,67,2743.14,2025-02-16,BATCH000399,64
400,371,2,361,361,3335.08,2025-02-16,BATCH000400,64
401,420,2,207,207,3136.78,2025-02-16,BATCH000401,64
402,113,2,211,0,1787.44,2025-02-16,BATCH000402,64
403,494,2,98,0,4077.16,2025-02-16,BATCH000403,64
404,434,2,368,0,3163.66,2025-03-01,BATCH000404,65
405,275,2,115,115,533.19,2025-03-01,BATCH000405,65
406,41,2,312,63,1228.17,2025-03-01,BATCH000406,65
407,407,2,203,0,3220.38,2025-03-15,BATCH000407,66
408,133,2,191,96,3998.18,2025-03-15,BATCH000408,66
409,221,2,325,229,3791.3,2025-03-15,BATCH000409,66
410,390,2,133,0,348.75,2025-03-15,BATCH000410,66
411,286,2,230,0,227.81,2025-03-23,BATCH000411,67
412,51,2,378,0,1481.68,2025-03-23,BATCH000412,67
413,334,2,141,18,2972.39,2025-03-23,BATCH000413,67
414,273,2,322,44,3065.75,2025-03-23,BATCH000414,67
415,228,2,123,95,1923.82,2025-03-23,BATCH000415,67
416,217,2,336,80,183.52,2025-03-31,BATCH000416,68
417,11,2,196,0,2806.37,2025-03-31,BATCH000417,68
418,337,2,200,167,3080.33,2025-03-31,BATCH000418,68
419,440,2,365,128,4434.7,2025-03-31,BATCH000419,68
420,402,2,249,0,203.96,2025-03-31,BATCH000420,68
421,60,2,118,0,4902.56,2025-03-31,BATCH000421,68
422,101,2,105,0,3753.83,2025-03-31,BATCH000422,68
423,27,2,106,0,547.59,2025-03-31,BATCH000423,68
424,97,2,343,128,102.81,2025-03-31,BATCH000424,68
425,241,2,187,101,2355.68,2025-04-08,BATCH000425,69
426,49,2,352,0,3383.13,2025-04-08,BATCH000426,69
427,192,2,205,0,2569.42,2025-04-08,BATCH000427,69
428,458,2,194,0,369.3,2025-04-08,BATCH000428,69
429,253,2,309,114,1015.37,2025-04-08,BATCH000429,69
430,15,2,265,0,1640.33,2025-04-19,BATCH000430,70
431,465,2,93,0,101.09,2025-04-19,BATCH000431,70
432,52,2,434,380,1863.81,2025-04-19,BATCH000432,70
433,144,2,393,210,3109.08,2025-04-19,BATCH000433,70
434,148,2,277,61,853.64,2025-04-19,BATCH000434,70
435,299,2,481,0,267.41,2025-04-19,BATCH000435,70
436,194,2,296,85,2164.43,2025-04-19,BATCH000436,70
437,305,2,63,0,1748.38,2025-04-19,BATCH000437,70
438,167,2,330,0,74.77,2025-04-19,BATCH000438,70
439,367,2,318,109,2469.64,2025-05-01,BATCH000439,71
440,109,2,402,250,478.6,2025-05-01,BATCH000440,71
441,362,2,254,0,178.67,2025-05-01,BATCH000441,71
442,351,2,111,79,1559.9,2025-05-01,BATCH000442,71
443,38,2,296,68,2332.62,2025-05-12,BATCH000443,72
444,400,2,373,0,2230.39,2025-05-12,BATCH000444,72
445,72,2,339,227,1036.09,2025-05-12,BATCH000445,72
446,257,2,263,0,3902.53,2025-05-12,BATCH000446,72
447,12,2,173,0,3178.27,2025-05-12,BATCH000447,72
448,181,2,158,150,1130.8,2025-05-23,BATCH000448,73
449,164,2,170,0,1051.98,2025-05-23,BATCH000449,73
450,19,2,293,0,1717.49,2025-05-23,BATCH000450,73
451,418,2,124,82,2206.17,2025-05-23,BATCH000451,73
