po_id,supplier_id,order_date,total_cost
142,3,2025-08-26,1654498.78
143,3,2025-09-04,1958514.78
144,3,2025-09-11,1824753.26
145,3,2025-09-24,3002779.92
146,3,2025-10-05,2878844.91
147,3,2025-10-17,2665375.11
148,3,2025-10-25,2600050.47
149,3,2025-11-02,1841982.94
150,3,2025-11-15,1695015.99
151,3,2025-11-29,3358552.06
152,3,2025-12-11,862077.11
153,3,2025-12-22,3891078.07
154,3,2025-12-30,2092481.52
155,3,2026-01-09,1604879.36
156,3,2026-01-19,4106594.27
157,3,2026-01-28,1018324.92
158,3,2026-02-07,1855670.21
159,3,2026-02-18,2067282.05
160,3,2026-02-28,2529815.89
161,3,2026-03-14,4730611.58
162,3,2026-03-23,3208470.13
163,3,2026-04-01,1861260.88
164,3,2026-04-12,2063493.33
165,3,2026-04-19,1066917.48
166,3,2026-04-28,2722874.37
167,3,2026-05-10,1710656.39
168,3,2026-05-19,1282904.56
169,3,2026-05-29,4536160.68
170,3,2026-06-10,1294686.23
171,3,2026-06-20,3194992.09
172,3,2026-06-27,4862291.69
173,3,2026-07-11,777016.44
174,3,2026-07-18,619277.85
175,3,2026-07-30,3341073.8
176,3,2026-08-13,4107165.5
177,3,2026-08-24,6202785.62
178,3,2026-09-05,2382957.63
179,3,2026-09-15,343268.42
180,3,2026-09-22,3562638.64
181,4,2025-01-11,2242941.58
182,4,2025-01-21,1401426.37
183,4,2025-01-28,1433583.72
184,4,2025-02-04,5279758.81
185,4,2025-02-14,4607817.43
186,4,2025-02-27,515141.65
187,4,2025-03-10,1548981.03
188,4,2025-03-17,1688808.8
189,4,2025-03-26,2985311.76
190,4,2025-04-07,1457560.82
191,4,2025-04-17,1328013.49
192,4,2025-04-27,2300939.81
193,4,2025-05-11,3149366.7
194,4,2025-05-24,1001362.3
195,4,2025-06-04,1646160.57
196,4,2025-06-17,1110648.08
197,4,2025-06-27,3044098.05
198,4,2025-07-11,3794540.57
199,4,2025-07-25,2040462.8
200,4,2025-08-03,3706719.1
201,4,2025-08-11,1416456.6
202,4,2025-08-23,1655275.19
203,4,2025-09-05,4682001.66
204,4,2025-09-14,2569817.44
205,4,2025-09-25,2659029.92
206,4,2025-10-09,1098121.51
207,4,2025-10-22,4115265.37
208,4,2025-11-05,3640186.12
209,4,2025-11-14,4399069.92
210,4,2025-11-23,3558756.4
211,4,2025-12-02,1024500.05
212,4,2025-12-16,1342265.24
213,4,2025-12-27,1104189.71
214,4,2026-01-03,1706295.27
215,4,2026-01-12,1471296.33
216,4,2026-01-24,323102.55
217,4,2026-02-06,1882300.19
218,4,2026-02-18,1373956.38
219,4,2026-03-04,3155304.98
220,4,2026-03-17,1133870.92
221,4,2026-03-27,1100414.74
222,4,2026-04-06,2938161.0
223,4,2026-04-19,5156058.62
224,4,2026-05-03,4349572.62
225,4,2026-05-11,676378.56
226,4,2026-05-19,3258900.19
227,4,2026-05-30,1937190.88
228,4,2026-06-12,628013.92
229,4,2026-06-21,2547797.81
230,4,2026-07-04,4083782.72
231,4,2026-07-16,1054607.65
232,4,2026-07-27,2030149.72
233,4,2026-08-04,3943267.96
234,4,2026-08-13,2770004.51
235,4,2026-08-20,1432520.87
236,4,2026-08-29,1040971.5
237,4,2026-09-11,605894.01
238,4,2026-09-19,7261360.76
239,4,2026-09-27,308159.98
240,4,2026-10-10,995516.81
241,5,2025-01-08,4982685.0
242,5,2025-01-15,4451834.98
243,5,2025-01-25,2657356.2
244,5,2025-02-02,574291.24
245,5,2025-02-14,4671862.58
246,5,2025-02-28,614698.37
247,5,2025-03-08,2434819.86
248,5,2025-03-18,388435.06
249,5,2025-03-27,1559177.05
250,5,2025-04-07,1126083.72
251,5,2025-04-15,2647779.56
252,5,2025-04-25,325495.73
253,5,2025-05-06,3337289.75
254,5,2025-05-17,3778970.37
255,5,2025-05-24,806091.74
256,5,2025-06-07,3654970.56
257,5,2025-06-14,4330979.67
258,5,2025-06-25,1814266.57
259,5,2025-07-08,3916131.84
260,5,2025-07-20,3451547.9
261,5,2025-08-01,4255727.27
262,5,2025-08-13,3202438.89
263,5,2025-08-24,2474435.61
264,5,2025-09-06,2090475.9
265,5,2025-09-19,590802.25
266,5,2025-09-28,2548959.86
267,5,2025-10-10,1666637.45
268,5,2025-10-24,1373117.8
269,5,2025-11-03,1151166.71
270,5,2025-11-13,2191725.12
271,5,2025-11-20,1082221.63
272,5,2025-12-02,5088390.41
273,5,2025-12-11,3571388.24
274,5,2025-12-20,1841431.93
275,5,2025-12-27,1047332.24
276,5,2026-01-08,2620599.36
277,5,2026-01-19,1579444.97
278,5,2026-01-26,3963754.63
279,5,2026-02-06,3870371.46
280,5,2026-02-16,2953447.09
281,5,2026-02-23,1467620.89
282,5,2026-03-06,1167051.55
283,5,2026-03-15,2475358.01
284,5,2026-03-29,1660801.27
285,5,2026-04-05,590802.97
286,5,2026-04-18,3510373.12
287,5,2026-04-30,551502.75
288,5,2026-05-13,3824723.4
289,5,2026-05-24,2781876.69
290,5,2026-06-01,1679228.61
291,5,2026-06-14,2171302.85
292,5,2026-06-21,3129140.46
293,5,2026-07-02,2063419.32
294,5,2026-07-13,3038296.07
295,5,2026-07-21,1402041.39
296,5,2026-07-30,3006779.13
297,5,2026-08-06,4413509.94
298,5,2026-08-18,3783624.56
299,5,2026-08-26,2035746.29
300,5,2026-09-04,2970249.23
301,6,2025-01-12,3365155.33
302,6,2025-01-21,6204421.05
303,6,2025-01-30,2859118.6
304,6,2025-02-06,3003164.58
305,6,2025-02-18,2408376.52
306,6,2025-03-01,945505.65
307,6,2025-03-12,1028881.75
308,6,2025-03-21,1637414.19
309,6,2025-04-01,1822507.53
310,6,2025-04-12,1471278.97
311,6,2025-04-19,1896992.92
312,6,2025-04-26,3460785.22
313,6,2025-05-09,5241013.66
314,6,2025-05-16,2923232.82
315,6,2025-05-28,4950758.21
316,6,2025-06-11,2140083.63
317,6,2025-06-20,304093.84
318,6,2025-06-30,2858035.85
319,6,2025-07-08,768030.74
320,6,2025-07-22,933563.44
321,6,2025-08-03,4816518.87
322,6,2025-08-13,5214447.56
323,6,2025-08-22,2880369.92
324,6,2025-08-30,1831890.94
325,6,2025-09-07,4089581.16
326,6,2025-09-20,1508870.7
327,6,2025-09-27,5409741.25
328,6,2025-10-08,1637567.17
329,6,2025-10-19,3341093.21
330,6,2025-10-27,2325526.46
331,6,2025-11-06,3168497.59
332,6,2025-11-19,2773081.55
333,6,2025-11-30,1837607.91
334,6,2025-12-14,2448655.68
335,6,2025-12-23,1124901.15
336,6,2026-01-04,4139443.96
337,6,2026-01-17,1612410.06
338,6,2026-01-26,1758362.1
339,6,2026-02-02,2249613.01
340,6,2026-02-10,813532.98
341,6,2026-02-22,4231556.86
342,6,2026-03-03,2547956.66
343,6,2026-03-14,2469997.16
344,6,2026-03-25,2312148.74
345,6,2026-04-06,2764987.98
346,6,2026-04-17,3238846.52
347,6,2026-05-01,1473051.12
348,6,2026-05-13,1197413.27
349,6,2026-05-27,3631379.14
350,6,2026-06-10,1244881.07
351,6,2026-06-23,1699165.31
352,6,2026-06-30,1659874.7
353,6,2026-07-11,2871228.03
354,6,2026-07-23,1559717.57
355,6,2026-08-01,4261204.52
356,6,2026-08-09,516862.13
357,6,2026-08-16,4010139.44
358,6,2026-08-26,2678690.68
359,6,2026-09-06,2109903.1
360,6,2026-09-20,4273772.01
361,7,2025-01-10,3457638.85
362,7,2025-01-20,4454347.1
363,7,2025-02-02,2954991.32
364,7,2025-02-12,3303160.28
365,7,2025-02-22,3318702.9
366,7,2025-03-08,1777136.2
367,7,2025-03-22,1590005.11
368,7,2025-03-30,798325.65
369,7,2025-04-13,4150912.93
370,7,2025-04-20,528314.86
371,7,2025-05-02,883750.7
372,7,2025-05-12,3384244.3
373,7,2025-05-26,2060245.51
374,7,2025-06-02,3929520.9
375,7,2025-06-09,763876.68
376,7,2025-06-19,2813618.93
377,7,2025-06-27,2139357.19
378,7,2025-07-05,2306821.54
379,7,2025-07-13,2941523.52
380,7,2025-07-21,1427959.98
381,7,2025-08-01,1430945.72
382,7,2025-08-10,3534835.02
383,7,2025-08-23,1361789.69
384,7,2025-09-05,1369573.21
385,7,2025-09-16,1478991.02
386,7,2025-09-30,1876567.74
387,7,2025-10-08,438694.25
388,7,2025-10-22,3391584.47
389,7,2025-10-31,120311.94
390,7,2025-11-07,3303541.5
391,7,2025-11-20,5032096.34
392,7,2025-12-02,1634931.16
393,7,2025-12-14,1914346.33
394,7,2025-12-25,1298164.21
395,7,2026-01-06,2777493.59
396,7,2026-01-15,3010015.86
397,7,2026-01-23,1974198.04
398,7,2026-01-30,3031057.88
399,7,2026-02-13,625202.93
400,7,2026-02-25,1465507.24
401,7,2026-03-06,3193531.38
402,7,2026-03-16,2192723.77
403,7,2026-03-29,2146789.34
404,7,2026-04-05,1596377.78
405,7,2026-04-18,4254806.45
406,7,2026-04-29,2265841.82
407,7,2026-05-11,618255.71
408,7,2026-05-25,2332641.46
409,7,2026-06-08,5801983.21
410,7,2026-06-15,2484302.5
411,7,2026-06-29,562454.96
412,7,2026-07-10,1735501.14
413,7,2026-07-21,2488409.46
414,7,2026-07-31,2425592.88
415,7,2026-08-09,3090298.17
416,7,2026-08-20,407517.48
417,7,2026-08-31,1152814.61
418,7,2026-09-12,1864689.2
419,7,2026-09-24,924070.06
420,7,2026-10-05,3094415.59
421,8,2025-01-14,1845704.2
422,8,2025-01-28,1014667.63
423,8,2025-02-05,1630986.48
424,8,2025-02-19,2487817.31
425,8,2025-03-04,2866628.78
426,8,2025-03-14,2966545.41
427,8,2025-03-26,4458542.95
428,8,2025-04-09,3371565.06
429,8,2025-04-22,1774630.78
430,8,2025-04-29,1704028.31
431,8,2025-05-13,2656223.53
432,8,2025-05-23,6057586.14
433,8,2025-06-04,3067709.71
434,8,2025-06-17,4187815.63
435,8,2025-06-29,3454811.33
436,8,2025-07-09,3965028.46
437,8,2025-07-16,2323124.66
438,8,2025-07-28,5939653.85
439,8,2025-08-08,2507029.61
440,8,2025-08-21,1949241.09
441,8,2025-09-04,1020477.25
442,8,2025-09-14,2148508.67
443,8,2025-09-28,1470242.43
444,8,2025-10-06,4747388.16
445,8,2025-10-19,1066226.81
446,8,2025-10-26,3900533.35
447,8,2025-11-09,978913.32
448,8,2025-11-19,3768565.89
449,8,2025-11-28,1774756.71
450,8,2025-12-07,2628104.05
451,8,2025-12-21,4631831.05
452,8,2025-12-30,4610740.18
453,8,2026-01-08,3544960.51
454,8,2026-01-21,2812670.37
455,8,2026-02-02,5280654.51
456,8,2026-02-13,1380934.4
457,8,2026-02-20,4044258.81
458,8,2026-03-02,2409293.31
459,8,2026-03-12,1037041.34
460,8,2026-03-24,2047324.59
461,8,2026-04-02,1501680.57
462,8,2026-04-10,3083741.52
463,8,2026-04-19,2267667.77
464,8,2026-04-28,3600913.41
465,8,2026-05-06,1004015.02
466,8,2026-05-17,3366587.34
467,8,2026-05-28,4518683.98
468,8,2026-06-05,1126843.3
469,8,2026-06-13,2937093.56
470,8,2026-06-20,1599905.6
471,8,2026-06-28,3599688.12
472,8,2026-07-09,2454806.67
473,8,2026-07-23,3626903.74
474,8,2026-08-01,317262.0
475,8,2026-08-13,2208153.88
476,8,2026-08-21,4879224.1
477,8,2026-09-02,6527088.28
478,8,2026-09-14,2407117.32
479,8,2026-09-25,3458628.15
480,8,2026-10-09,2600759.53
481,9,2025-01-15,1392117.71
482,9,2025-01-29,1380056.38
483,9,2025-02-11,2347139.59
484,9,2025-02-22,2899166.18
485,9,2025-03-02,2459577.62
486,9,2025-03-13,2266963.13
487,9,2025-03-21,3074948.29
488,9,2025-03-30,4256300.64
489,9,2025-04-13,766382.67
490,9,2025-04-22,2931090.98
491,9,2025-04-30,5271753.4
492,9,2025-05-10,2625235.98
493,9,2025-05-20,815925.4
494,9,2025-05-27,2319213.74
495,9,2025-06-07,3688333.99
496,9,2025-06-16,2000884.81
497,9,2025-06-30,653949.55
498,9,2025-07-13,761676.4
499,9,2025-07-27,2689303.01
500,9,2025-08-04,2412242.56
501,9,2025-08-17,2002109.68
502,9,2025-08-31,3805294.64
503,9,2025-09-14,2100318.94
504,9,2025-09-24,1810703.11
505,9,2025-10-05,5810389.83
506,9,2025-10-14,3115889.21
507,9,2025-10-24,4842243.35
508,9,2025-11-05,1396183.67
509,9,2025-11-16,536441.18
510,9,2025-11-25,1029895.36
511,9,2025-12-08,3847853.83
512,9,2025-12-15,867717.9
513,9,2025-12-29,1989066.24
514,9,2026-01-05,374558.97
515,9,2026-01-18,1383259.31
516,9,2026-01-25,1839194.09
517,9,2026-02-06,3049781.37
518,9,2026-02-16,3000621.17
519,9,2026-03-01,4297017.62
520,9,2026-03-09,2336533.08
521,9,2026-03-21,1946016.28
522,9,2026-03-31,3099331.43
523,9,2026-04-13,812200.4
524,9,2026-04-23,3819944.26
525,9,2026-05-05,2586430.01
526,9,2026-05-14,1385523.9
527,9,2026-05-27,2259118.83
528,9,2026-06-06,1982146.23
529,9,2026-06-13,2054002.75
530,9,2026-06-25,2406159.99
531,9,2026-07-09,2466834.54
532,9,2026-07-18,4939260.89
533,9,2026-07-29,3694021.25
534,9,2026-08-09,2426225.48
535,9,2026-08-23,798520.59
536,9,2026-09-03,5143438.45
537,9,2026-09-14,2286457.32
538,9,2026-09-25,1199015.47
539,9,2026-10-05,2597629.23
540,9,2026-10-13,2668858.39
541,10,2025-01-09,805692.07
542,10,2025-01-22,2567989.78
543,10,2025-02-04,3468771.98
544,10,2025-02-12,1405550.17
545,10,2025-02-21,1163136.23
546,10,2025-02-28,4654699.52
547,10,2025-03-12,2708303.2
548,10,2025-03-19,952385.92
549,10,2025-03-29,5098686.01
550,10,2025-04-05,1045403.4
551,10,2025-04-14,2980985.61
552,10,2025-04-21,2227017.36
553,10,2025-04-30,2975693.64
554,10,2025-05-13,2831887.02
555,10,2025-05-20,4535420.98
556,10,2025-05-27,2969796.68
557,10,2025-06-09,3590933.95
558,10,2025-06-19,1357986.03
559,10,2025-06-30,2395025.49
560,10,2025-07-08,2068098.41
561,10,2025-07-20,3072475.47
562,10,2025-07-27,1757743.28
563,10,2025-08-10,804186.27
564,10,2025-08-21,1915145.09
565,10,2025-09-04,2584024.72
566,10,2025-09-18,1857256.92
567,10,2025-09-25,2940390.96
568,10,2025-10-09,2065756.59
569,10,2025-10-21,5111235.4
570,10,2025-10-30,1751524.89
571,10,2025-11-09,1309535.6
572,10,2025-11-16,2493755.3
573,10,2025-11-30,1253536.02
574,10,2025-12-13,952400.4
575,10,2025-12-24,3782907.95
576,10,2026-01-02,3286670.89
577,10,2026-01-16,1055043.22
578,10,2026-01-27,3296605.8
579,10,2026-02-09,1161518.58
580,10,2026-02-17,2449572.38
581,10,2026-03-03,1102808.72
582,10,2026-03-14,1069648.36
583,10,2026-03-28,3543186.51
584,10,2026-04-08,4088187.37
585,10,2026-04-22,1242594.34
586,10,2026-05-05,2169208.05
587,10,2026-05-12,1706944.09
588,10,2026-05-19,2960970.81
589,10,2026-06-02,1666350.59
590,10,2026-06-15,2592477.84
591,10,2026-06-27,3189706.55
592,10,2026-07-05,2324060.77
593,10,2026-07-13,2386842.55
594,10,2026-07-21,2316244.83
595,10,2026-08-03,1896436.72
596,10,2026-08-17,2839330.94
597,10,2026-08-27,2446701.5
598,10,2026-09-08,3101816.19
599,10,2026-09-18,2864925.28
600,10,2026-10-01,1496249.44
601,11,2025-01-11,1279057.79
602,11,2025-01-21,4017976.62
603,11,2025-01-31,2447314.99
604,11,2025-02-14,3066336.34
605,11,2025-02-21,1998085.8
606,11,2025-03-06,1925064.39
607,11,2025-03-20,1200000.72
608,11,2025-03-28,452079.48
609,11,2025-04-11,794128.41
610,11,2025-04-19,2367300.07
611,11,2025-05-03,1521939.01
612,11,2025-05-17,516913.58
613,11,2025-05-31,1729638.89
614,11,2025-06-10,2019647.25
615,11,2025-06-23,1911886.48
616,11,2025-07-02,2796616.97
617,11,2025-07-10,3759210.35
618,11,2025-07-21,3235844.06
619,11,2025-08-04,2405683.92
620,11,2025-08-12,2812983.79
621,11,2025-08-21,2380351.88
622,11,2025-09-02,1381266.69
623,11,2025-09-11,1981639.1
624,11,2025-09-21,5014663.79
625,11,2025-10-04,1552497.27
626,11,2025-10-17,1914144.67
627,11,2025-10-29,3134270.22
628,11,2025-11-11,3505727.22
629,11,2025-11-23,2033883.82
630,11,2025-12-07,2605919.32
631,11,2025-12-20,1475358.02
632,11,2026-01-01,4079019.01
633,11,2026-01-09,3195604.48
634,11,2026-01-22,1184555.25
635,11,2026-01-30,3071423.98
636,11,2026-02-10,2777855.52
637,11,2026-02-18,2597464.66
638,11,2026-03-01,2664105.2
639,11,2026-03-09,2271543.03
640,11,2026-03-17,823172.37
641,11,2026-03-30,4399121.67
642,11,2026-04-11,4491939.62
643,11,2026-04-25,1285046.14
644,11,2026-05-02,2903424.19
645,11,2026-05-14,3450450.78
646,11,2026-05-25,1249612.79
647,11,2026-06-08,4870793.13
648,11,2026-06-20,2962619.71
649,11,2026-06-28,2264988.16
650,11,2026-07-10,2559376.63
651,11,2026-07-18,2295249.8
652,11,2026-07-31,2783849.34
653,11,2026-08-14,2422812.74
654,11,2026-08-21,3738619.65
655,11,2026-09-01,3741081.6
656,11,2026-09-12,783824.48
657,11,2026-09-22,4590517.0
658,11,2026-10-02,782163.3
659,11,2026-10-15,5265624.98
660,11,2026-10-29,3084962.63
661,12,2025-01-15,5100865.65
662,12,2025-01-29,2720404.53
663,12,2025-02-08,4287402.52
664,12,2025-02-17,726059.27
665,12,2025-02-25,2635069.92
666,12,2025-03-08,1858844.78
667,12,2025-03-20,5276218.33
668,12,2025-03-28,2926276.73
669,12,2025-04-08,2109848.37
670,12,2025-04-17,1233079.47
671,12,2025-04-26,2938275.23
672,12,2025-05-06,3789944.47
673,12,2025-05-15,4693395.01
674,12,2025-05-26,2433618.73
675,12,2025-06-06,3415094.03
676,12,2025-06-15,2659221.15
677,12,2025-06-24,1854914.28
678,12,2025-07-01,1012785.48
679,12,2025-07-13,3238349.24
680,12,2025-07-20,2628073.32
681,12,2025-07-29,2501344.54
682,12,2025-08-05,1269007.64
683,12,2025-08-15,1823458.98
684,12,2025-08-25,2887908.79
685,12,2025-09-07,1290906.45
686,12,2025-09-14,2915591.86
687,12,2025-09-26,2258721.07
688,12,2025-10-08,2029893.52
689,12,2025-10-20,2611235.31
690,12,2025-10-31,3113316.96
691,12,2025-11-07,3865378.48
692,12,2025-11-17,2512201.07
693,12,2025-11-30,1444582.5
694,12,2025-12-09,4249179.88
695,12,2025-12-18,1961647.1
696,12,2026-01-01,2912754.07
697,12,2026-01-14,5111050.21
698,12,2026-01-21,2304467.84
699,12,2026-01-30,3077170.6
700,12,2026-02-09,2258814.95
701,12,2026-02-17,589355.78
702,12,2026-03-01,4473030.41
703,12,2026-03-11,1464753.76
704,12,2026-03-25,2218699.46
705,12,2026-04-08,3774124.6
706,12,2026-04-22,1350120.0
707,12,2026-04-30,1713941.53
708,12,2026-05-14,1960028.98
709,12,2026-05-27,2918389.0
710,12,2026-06-03,4791137.49
711,12,2026-06-10,3284240.5
712,12,2026-06-20,2343813.96
713,12,2026-06-27,3834801.63
714,12,2026-07-06,2640096.33
715,12,2026-07-19,2881862.66
716,12,2026-07-28,4298761.44
717,12,2026-08-08,3152121.74
718,12,2026-08-15,3002903.26
719,12,2026-08-24,2423640.87
720,12,2026-09-03,3951286.08
721,13,2025-01-10,3533849.24
722,13,2025-01-20,1110899.4
723,13,2025-01-30,1875982.1
724,13,2025-02-09,1950241.45
725,13,2025-02-20,2311183.73
726,13,2025-02-28,4610033.89
727,13,2025-03-07,4455702.03
728,13,2025-03-20,4437917.23
729,13,2025-03-27,779603.76
730,13,2025-04-07,1507477.11
731,13,2025-04-19,2773810.09
732,13,2025-04-27,934581.99
733,13,2025-05-11,1016474.85
734,13,2025-05-18,1977683.41
735,13,2025-05-29,1506531.19
736,13,2025-06-10,1075336.71
737,13,2025-06-23,3261594.84
738,13,2025-07-03,570765.63
739,13,2025-07-13,1297655.69
740,13,2025-07-26,2404288.08
741,13,2025-08-08,1736132.3
742,13,2025-08-15,2144649.46
743,13,2025-08-29,3448728.1
744,13,2025-09-07,5023075.36
745,13,2025-09-18,2769927.79
746,13,2025-09-27,2358584.39
747,13,2025-10-05,4580909.26
748,13,2025-10-13,1302281.33
749,13,2025-10-26,2702886.84
750,13,2025-11-05,5319981.66
751,13,2025-11-14,4689899.04
752,13,2025-11-26,1644817.94
753,13,2025-12-09,2455085.48
754,13,2025-12-16,620695.06
755,13,2025-12-25,3341595.86
756,13,2026-01-02,2099073.84
757,13,2026-01-09,1571268.71
758,13,2026-01-20,3346953.01
759,13,2026-01-28,834204.08
760,13,2026-02-05,1902682.3
761,13,2026-02-14,2872327.62
762,13,2026-02-24,3174098.6
763,13,2026-03-10,5552042.82
764,13,2026-03-24,734545.2
765,13,2026-04-03,940434.68
766,13,2026-04-14,799121.12
767,13,2026-04-25,1282414.65
768,13,2026-05-02,3613183.45
769,13,2026-05-10,1659523.53
770,13,2026-05-21,2593265.28
771,13,2026-05-29,2184801.53
772,13,2026-06-07,379862.36
773,13,2026-06-21,2508414.84
774,13,2026-06-28,1996303.16
775,13,2026-07-10,594948.19
776,13,2026-07-22,1826214.96
777,13,2026-07-31,977692.25
778,13,2026-08-12,4136409.25
779,13,2026-08-26,814616.44
780,13,2026-09-08,2629788.47
781,14,2025-01-11,2755367.09
782,14,2025-01-18,2024281.05
783,14,2025-01-27,2871734.16
784,14,2025-02-05,4153590.59
785,14,2025-02-14,1185494.13
786,14,2025-02-28,5330652.86
787,14,2025-03-11,3617597.85
788,14,2025-03-22,2697736.28
789,14,2025-03-31,1038380.49
790,14,2025-04-08,4143432.22
791,14,2025-04-20,3898478.31
792,14,2025-04-27,2486343.16
793,14,2025-05-11,3919608.92
794,14,2025-05-23,3215174.02
795,14,2025-05-30,2914969.01
796,14,2025-06-10,5637205.21
797,14,2025-06-23,1835113.91
798,14,2025-07-02,2099673.63
799,14,2025-07-09,2523993.45
800,14,2025-07-19,1783040.43
801,14,2025-07-27,3902519.45
802,14,2025-08-10,1332574.18
803,14,2025-08-23,2301352.02
804,14,2025-09-03,395626.88
805,14,2025-09-17,1742633.34
806,14,2025-10-01,1911541.04
807,14,2025-10-11,3820786.62
808,14,2025-10-22,3071467.04
809,14,2025-11-02,771192.1
810,14,2025-11-16,3080576.88
811,14,2025-11-26,2062058.58
812,14,2025-12-05,2141403.06
813,14,2025-12-19,2830685.46
814,14,2025-12-30,3655470.11
815,14,2026-01-11,1478801.64
816,14,2026-01-20,3868048.35
817,14,2026-02-01,3420014.83
818,14,2026-02-13,873504.44
819,14,2026-02-26,3050856.57
820,14,2026-03-07,2730413.57
821,14,2026-03-14,4425992.05
822,14,2026-03-27,2931459.96
823,14,2026-04-07,1125056.93
824,14,2026-04-16,2156830.62
825,14,2026-04-27,962606.05
826,14,2026-05-04,960114.65
