product_id,bottom_year,top_year,vehicle_id
1327,laser,2004,866
3498,jcb,2006,195
2323,laser,1986,544
467,maestro,1995,920
4834,jcb,2009,631
4512,maestro,2012,25
4447,laser,1999,568
2974,visa,1989,469
3072,laser,2004,139
357,jcb,2010,749
3374,jcb,2009,119
2734,diners-club-enroute,2005,116
47,diners-club-enroute,1995,245
770,visa-electron,2003,976
2245,switch,2011,293
3875,jcb,2008,1000
4585,instapayment,2001,918
3994,jcb,1994,41
2552,jcb,2007,332
3385,switch,2001,180
606,jcb,1997,684
1973,visa-electron,1984,874
2872,maestro,1997,27
607,jcb,2003,834
1594,jcb,2011,471
612,jcb,1986,75
1306,jcb,1994,181
2819,jcb,2001,820
2683,mastercard,2003,543
2536,maestro,2005,274
3430,jcb,1992,657
4573,china-unionpay,2011,115
2121,jcb,1998,662
3429,jcb,1996,702
4822,jcb,1990,845
1351,americanexpress,1999,14
1942,jcb,2003,49
3629,jcb,2004,704
1291,jcb,1995,311
2410,visa-electron,1992,403
1870,jcb,2008,716
4903,switch,1998,850
2045,jcb,2013,339
3471,jcb,2011,845
357,jcb,2004,571
3812,visa,1999,757
2399,visa-electron,1996,451
51,diners-club-enroute,2004,880
4332,jcb,1990,805
3883,visa,1992,630
4686,jcb,2012,288
4087,switch,1995,379
3224,jcb,2003,833
525,jcb,1984,779
1395,americanexpress,2006,880
256,switch,2008,144
2281,bankcard,1998,524
792,diners-club-carte-blanche,1997,566
4230,jcb,2011,651
645,jcb,2012,230
33,jcb,1998,21
3866,diners-club-carte-blanche,1999,409
913,visa-electron,1992,926
1314,switch,2010,734
2690,instapayment,1990,265
67,jcb,2009,333
4203,diners-club-carte-blanche,1996,29
3259,jcb,2007,555
2355,diners-club-enroute,1994,609
1224,jcb,1985,883
4081,laser,1995,439
1856,diners-club-carte-blanche,2013,371
2517,diners-club-carte-blanche,1999,426
3557,switch,2003,814
1769,maestro,2007,473
168,laser,1994,13
222,jcb,2009,141
1690,jcb,1992,446
3290,diners-club-carte-blanche,2004,208
4527,laser,2012,951
631,jcb,2003,886
2725,mastercard,1997,754
1375,jcb,2002,712
2121,china-unionpay,1998,104
4838,visa,2009,50
3752,jcb,2010,20
267,jcb,2009,425
28,mastercard,2003,606
3209,jcb,1995,178
2162,jcb,2009,256
3487,diners-club-enroute,2005,382
310,switch,2009,90
4496,bankcard,2008,417
4690,jcb,2007,960
864,jcb,2001,407
3932,maestro,2000,540
3255,instapayment,1997,928
4173,jcb,1992,671
4925,mastercard,1997,144
4026,jcb,1997,100
401,jcb,1997,49
4406,jcb,1992,804
2601,jcb,2007,487
3207,instapayment,2008,646
57,visa-electron,2010,668
2783,diners-club-enroute,1996,274
4023,jcb,2003,442
1431,mastercard,2007,850
3396,jcb,1999,368
2093,diners-club-carte-blanche,2001,585
2167,mastercard,1993,770
3911,mastercard,2001,897
4514,maestro,2008,134
2812,diners-club-enroute,1993,121
3689,diners-club-international,2011,323
2905,jcb,1993,767
881,americanexpress,2005,196
4037,maestro,1986,336
3937,jcb,2000,344
4992,mastercard,2008,287
4732,jcb,2005,650
1390,bankcard,2005,320
1779,mastercard,2001,359
863,jcb,1999,857
924,jcb,1993,189
1439,switch,1996,599
4403,laser,2011,375
166,jcb,2006,154
2881,diners-club-enroute,1997,397
2553,diners-club-us-ca,2007,575
2164,maestro,2012,439
1269,jcb,1988,397
4863,jcb,1995,559
4017,china-unionpay,2009,268
4170,jcb,2005,937
4081,jcb,2010,129
2737,jcb,2012,966
4739,jcb,2004,692
3109,jcb,1989,511
3670,jcb,2012,37
2667,jcb,1985,438
1667,jcb,1992,718
4220,visa-electron,2004,871
63,jcb,2012,863
3965,diners-club-international,2008,89
105,visa,2001,396
4111,visa-electron,1996,886
3419,diners-club-carte-blanche,2010,264
47,jcb,2011,346
2942,visa-electron,2004,225
3294,switch,1992,239
3879,china-unionpay,2007,193
2113,mastercard,2003,371
2082,maestro,1997,646
630,jcb,1998,494
1341,americanexpress,2007,102
282,maestro,1999,48
3924,jcb,2012,999
2574,maestro,1993,419
328,solo,1997,887
2937,bankcard,1998,258
1189,china-unionpay,2007,307
2770,jcb,1994,17
3242,jcb,1994,451
4226,jcb,1995,338
797,jcb,2004,503
1146,mastercard,2012,703
3243,bankcard,2003,139
4204,laser,1994,621
1971,jcb,2009,422
4871,jcb,1998,628
2301,mastercard,2008,420
4014,maestro,1997,276
4977,jcb,1993,44
1326,jcb,2004,294
2330,americanexpress,2004,788
1205,jcb,2000,204
2732,jcb,2002,509
2059,instapayment,2010,405
2391,jcb,1997,741
4009,jcb,2006,142
1187,jcb,2006,80
2628,visa,2008,935
2460,jcb,1994,62
294,jcb,2008,292
268,jcb,2013,202
1901,instapayment,1996,750
2641,visa-electron,1992,163
4194,jcb,1993,337
1487,china-unionpay,1999,534
3245,americanexpress,2008,83
441,bankcard,1987,520
4948,jcb,2011,870
4296,americanexpress,2009,32
2705,diners-club-carte-blanche,1986,473
496,jcb,1998,637
3591,jcb,2006,596
2065,jcb,2011,176
2142,bankcard,2010,80
2829,bankcard,1996,884
740,maestro,2011,837
4291,solo,1996,140
4956,visa,2004,877
2289,jcb,1994,620
2791,jcb,2001,494
2174,switch,1999,839
2612,maestro,2010,847
2600,maestro,2011,111
757,jcb,1996,578
1899,americanexpress,2002,137
2022,instapayment,2003,137
4397,jcb,1994,421
1881,jcb,2001,658
3625,mastercard,2004,790
1245,jcb,1992,253
1866,visa-electron,2011,528
4127,jcb,1987,847
1389,jcb,1968,833
4326,maestro,1989,313
3612,bankcard,2001,289
705,diners-club-enroute,2006,301
3166,jcb,1984,388
2796,jcb,2002,763
4742,jcb,1984,354
4417,mastercard,1994,599
3270,maestro,2008,943
3833,jcb,2008,27
2801,jcb,2002,346
512,visa-electron,2002,540
259,jcb,2007,879
4288,jcb,1986,458
2035,jcb,2007,439
4654,maestro,1996,935
1130,jcb,2012,126
547,jcb,1993,633
2058,jcb,1984,495
3873,mastercard,1996,304
4134,jcb,2010,686
4087,jcb,2002,378
509,solo,2006,635
4845,jcb,2000,222
4077,jcb,2009,624
3204,mastercard,1995,995
2574,jcb,1998,632
4563,jcb,2012,48
2840,maestro,2004,490
107,mastercard,1999,557
4117,mastercard,2006,636
1866,americanexpress,1997,3
4709,china-unionpay,2012,68
3063,jcb,1992,102
1194,jcb,2004,521
176,switch,2007,942
3411,mastercard,2004,660
509,switch,2012,559
767,jcb,2006,350
481,maestro,1998,667
2294,visa,2010,734
1398,jcb,1985,832
3808,jcb,1995,580
1511,maestro,2000,401
1705,jcb,1985,513
3419,bankcard,2011,763
2754,jcb,2012,213
3630,china-unionpay,2004,656
2493,instapayment,1994,480
1182,visa,2008,288
4279,visa,1996,180
4596,visa,1988,672
1788,diners-club-carte-blanche,2000,480
4521,china-unionpay,1994,95
926,maestro,2002,340
79,solo,1993,497
2803,laser,1998,782
3796,jcb,1992,211
1965,americanexpress,1957,232
3370,china-unionpay,1999,750
4133,visa-electron,1992,131
10,americanexpress,2000,340
3790,jcb,1995,103
4884,diners-club-enroute,2008,94
2311,maestro,1994,755
1586,jcb,2004,500
464,maestro,2007,122
2450,bankcard,1992,819
3032,jcb,2006,912
2081,switch,1992,533
4597,switch,2006,867
3723,jcb,1999,511
4782,jcb,1988,829
2393,maestro,1990,319
4055,americanexpress,2006,891
2960,jcb,2009,209
3710,jcb,2002,4
2813,maestro,2011,312
717,visa,1991,933
3908,mastercard,1986,630
1958,switch,1994,597
2310,visa-electron,1992,550
3893,jcb,1994,401
3896,mastercard,1990,872
3495,china-unionpay,1993,345
4940,diners-club-carte-blanche,2003,988
2039,diners-club-carte-blanche,1987,816
4176,jcb,2012,398
3853,jcb,2001,303
2209,bankcard,1993,126
488,switch,1992,975
2784,jcb,2006,181
3249,jcb,1991,353
1567,jcb,1994,948
1778,jcb,2013,415
4145,jcb,2004,479
658,switch,2001,644
4409,mastercard,1999,617
4156,instapayment,2000,292
2512,jcb,2013,92
1205,mastercard,2006,877
529,jcb,1992,943
2550,diners-club-enroute,2006,939
1887,jcb,1992,925
3945,diners-club-carte-blanche,1999,469
3580,jcb,2009,634
2626,visa-electron,1994,258
4171,jcb,2003,848
3356,switch,2009,434
4996,jcb,1999,139
3046,china-unionpay,2009,359
320,visa,2011,471
4564,jcb,1995,558
2536,jcb,2011,541
4911,visa,1992,889
2209,jcb,1994,172
935,jcb,2010,495
2085,diners-club-enroute,2006,118
2869,americanexpress,2009,511
2614,jcb,2002,223
1186,visa,2002,698
4001,bankcard,1995,943
243,diners-club-enroute,2003,166
119,jcb,2011,414
746,maestro,2002,743
3794,maestro,1985,371
1516,jcb,2009,780
2194,jcb,1994,291
3560,jcb,1987,171
86,jcb,1989,411
3033,jcb,1995,46
4303,jcb,2005,371
2793,bankcard,2006,700
3781,china-unionpay,1990,790
1066,diners-club-enroute,1994,3
4526,maestro,2007,900
1750,maestro,1996,621
1076,jcb,2005,22
520,jcb,2010,490
1452,laser,1993,453
2141,jcb,1989,470
16,china-unionpay,2005,784
1032,instapayment,2012,778
2106,visa-electron,1991,114
2884,bankcard,2001,309
559,jcb,2000,917
255,switch,2008,358
1963,americanexpress,2005,266
4259,mastercard,2009,966
4151,bankcard,2013,277
314,maestro,2009,703
2194,jcb,1998,695
3480,diners-club-carte-blanche,2003,917
4079,bankcard,1994,521
1606,jcb,1996,363
4246,maestro,2009,247
4855,americanexpress,2011,907
4497,jcb,2009,525
4160,laser,1992,372
1801,jcb,2002,195
402,mastercard,2005,649
4801,bankcard,2002,920
1128,visa-electron,1987,729
3328,jcb,1996,558
1285,diners-club-enroute,1997,244
557,jcb,2012,305
2759,mastercard,2011,731
590,maestro,1991,652
1886,laser,2009,593
2983,jcb,2005,805
1012,visa,1999,652
4202,jcb,1992,46
3795,maestro,2010,229
940,jcb,1985,375
1554,maestro,1993,268
3393,laser,1997,398
1055,jcb,1995,714
828,jcb,1998,544
999,visa,2009,234
1002,switch,2006,109
4422,diners-club-us-ca,1999,497
1730,jcb,1987,624
4579,instapayment,1999,93
1440,diners-club-enroute,2003,710
4154,americanexpress,2009,725
1565,mastercard,2008,701
4159,switch,1995,953
4371,switch,1998,324
2352,bankcard,1997,681
3116,jcb,1992,456
649,visa,1994,43
757,bankcard,2002,207
4936,diners-club-enroute,2010,159
3856,jcb,1995,445
3373,jcb,1993,193
2324,bankcard,2000,310
3179,jcb,2011,812
3877,jcb,2004,313
4365,jcb,1993,387
2165,jcb,2006,799
2705,china-unionpay,2003,267
3422,mastercard,1991,545
4523,switch,2000,150
896,bankcard,2011,556
4121,visa-electron,1989,909
1392,jcb,2002,677
4290,diners-club-enroute,1994,265
1576,bankcard,2006,108
4629,diners-club-carte-blanche,2001,631
2507,jcb,1991,278
460,visa-electron,1993,114
109,jcb,1997,401
945,visa,1988,460
3694,americanexpress,1989,25
2528,switch,1997,362
443,maestro,2009,965
1052,diners-club-carte-blanche,2002,667
651,jcb,2012,20
2926,visa-electron,1988,502
4889,visa-electron,2006,498
4811,jcb,1995,811
597,diners-club-enroute,2001,606
127,maestro,2002,243
412,jcb,2000,238
2682,diners-club-enroute,2002,525
3752,jcb,2008,345
4931,china-unionpay,2008,135
2976,switch,2006,179
4412,mastercard,1997,415
3822,jcb,2007,456
4218,bankcard,2009,101
3636,bankcard,2005,970
4002,jcb,1993,67
229,jcb,2004,452
1221,china-unionpay,2008,207
2728,jcb,1988,378
1527,jcb,1998,652
2296,bankcard,2011,305
3156,jcb,1993,822
1094,mastercard,1998,21
4153,diners-club-enroute,2008,585
3031,jcb,1992,859
2219,bankcard,2000,485
3705,visa-electron,1993,355
3693,bankcard,1983,715
4298,mastercard,2011,622
2104,visa,2009,798
1187,jcb,1991,116
4492,maestro,1992,376
1033,visa-electron,1999,687
2752,mastercard,2006,861
4344,jcb,1975,749
4642,maestro,2009,98
1268,visa-electron,2009,888
2875,mastercard,2005,115
1952,jcb,1993,245
1364,jcb,2006,495
3900,visa,2003,640
2129,mastercard,2006,658
196,diners-club-enroute,2009,408
3341,jcb,1985,605
4312,maestro,2003,240
2895,maestro,1987,872
4851,jcb,2011,538
4655,americanexpress,1995,839
2041,jcb,1990,786
1479,americanexpress,2007,132
3943,jcb,1971,281
1507,jcb,1995,230
1289,americanexpress,2009,955
2807,bankcard,2010,960
4815,diners-club-enroute,2008,931
380,jcb,1998,187
3140,jcb,2002,306
1348,jcb,2000,574
4722,switch,2010,27
3101,visa,1995,502
4137,jcb,1988,835
1510,jcb,2004,160
265,jcb,2013,579
3754,jcb,1995,453
2175,jcb,1999,840
3994,visa-electron,1997,757
1651,jcb,1996,870
3247,jcb,2008,668
755,solo,1994,822
2394,maestro,1993,228
33,mastercard,1986,466
400,jcb,1988,20
3045,diners-club-carte-blanche,1999,130
3867,jcb,2002,620
1836,switch,1988,569
3305,laser,2000,197
1713,jcb,1995,364
1151,jcb,1992,840
4450,jcb,2010,177
250,diners-club-carte-blanche,1990,819
798,jcb,1998,567
3793,jcb,2002,917
4103,jcb,2013,63
2388,visa-electron,1999,87
3884,jcb,2006,603
4940,jcb,1986,30
2119,switch,2009,823
2434,jcb,2006,132
3628,jcb,1992,978
1080,jcb,2004,28
4185,mastercard,2012,248
957,jcb,2003,549
3057,jcb,2009,254
1558,jcb,1998,264
1215,switch,1993,616
4841,jcb,1993,212
1793,jcb,1992,293
2852,visa-electron,2012,203
2312,switch,1999,163
3697,instapayment,2012,422
4850,visa-electron,1994,438
2078,mastercard,2004,468
1456,mastercard,2013,399
2331,china-unionpay,2010,988
954,jcb,2009,648
4969,switch,1999,85
2213,jcb,1995,683
57,jcb,1993,980
2193,visa-electron,1995,1000
4324,jcb,1988,419
2925,jcb,1995,868
1205,laser,1984,57
4208,visa-electron,2000,505
3289,jcb,2007,569
4090,mastercard,1994,825
2929,jcb,2007,88
1643,diners-club-carte-blanche,2011,422
1866,jcb,1992,480
3121,visa-electron,2009,896
136,mastercard,1974,263
676,americanexpress,2007,916
2142,jcb,2002,380
2231,americanexpress,2001,200
2284,jcb,2010,882
3854,americanexpress,2001,945
2244,jcb,2003,252
1978,laser,1992,565
2483,switch,1989,251
1242,bankcard,1996,417
3455,jcb,2009,378
1476,jcb,2001,468
2763,mastercard,1995,725
2332,jcb,1989,373
1024,jcb,2009,810
2779,diners-club-enroute,2003,185
4004,jcb,1990,672
2129,mastercard,1995,472
844,jcb,2009,76
686,americanexpress,2005,364
1490,visa-electron,1986,379
4504,china-unionpay,2011,273
806,bankcard,2003,937
374,jcb,1992,98
2951,mastercard,1984,131
1530,diners-club-enroute,2010,521
1160,mastercard,2000,740
2646,jcb,1996,412
2688,jcb,1993,711
4772,laser,1999,327
1270,diners-club-us-ca,1996,604
1823,americanexpress,2008,630
4768,mastercard,1993,335
682,maestro,2000,839
99,visa,2010,43
3063,jcb,2001,345
3761,jcb,2011,683
1976,jcb,2002,345
2735,visa-electron,2000,892
1739,mastercard,1968,69
3694,bankcard,2006,726
824,jcb,2006,734
769,china-unionpay,1989,289
537,jcb,1996,197
1700,jcb,2012,458
4335,mastercard,1996,428
3674,jcb,2007,754
2398,visa-electron,2013,918
465,bankcard,2003,630
2935,americanexpress,2012,142
2551,jcb,1995,915
738,jcb,1983,835
4769,switch,2000,16
2337,jcb,2000,73
1252,jcb,1998,738
3512,maestro,2010,319
686,switch,2000,124
4455,americanexpress,2013,821
4004,visa-electron,1990,316
396,jcb,2007,902
1644,switch,2008,394
3669,jcb,2011,457
1907,maestro,1995,456
2653,mastercard,2001,459
1530,jcb,1999,871
4491,jcb,2006,219
682,jcb,2002,696
2074,visa-electron,2006,957
3642,visa-electron,2006,697
3545,china-unionpay,2002,902
2137,switch,1994,404
1669,visa,1997,219
214,mastercard,2011,792
4621,jcb,2008,928
1218,jcb,1958,191
2550,china-unionpay,1999,423
939,laser,2008,551
2688,maestro,1996,777
298,jcb,2005,574
1414,switch,2011,197
1014,jcb,2000,543
2358,diners-club-enroute,2007,255
281,americanexpress,1994,579
3525,jcb,2004,968
4003,diners-club-enroute,1999,37
2847,jcb,1994,72
61,mastercard,2002,10
2506,bankcard,2012,812
3720,bankcard,2000,416
4992,diners-club-carte-blanche,1998,110
3025,jcb,2004,902
4408,diners-club-enroute,2011,995
1928,jcb,1993,194
2583,jcb,1991,621
4647,jcb,1992,501
546,china-unionpay,2008,169
355,diners-club-enroute,1997,13
2991,diners-club-enroute,2008,882
2955,maestro,2010,607
3164,mastercard,1991,190
1637,bankcard,2010,680
3700,jcb,2002,256
2716,solo,2006,353
3566,jcb,2002,625
4305,jcb,2001,997
1536,jcb,2010,494
2676,bankcard,2004,597
2141,jcb,1997,110
3552,jcb,1988,725
2421,bankcard,2011,653
4391,jcb,1993,776
780,mastercard,2008,772
842,instapayment,2005,928
2630,jcb,2000,209
3559,jcb,2011,351
2688,jcb,1989,607
630,jcb,1996,501
724,americanexpress,1986,654
3049,diners-club-us-ca,2001,814
1868,jcb,1992,831
141,bankcard,2012,529
2002,maestro,1991,401
1885,jcb,1996,514
4867,laser,2004,890
1247,visa,1985,400
914,diners-club-enroute,2008,559
1543,switch,2006,862
1826,visa,2011,949
1585,diners-club-international,2006,229
655,china-unionpay,2008,457
1729,bankcard,1996,823
1985,bankcard,1997,892
3823,maestro,2003,837
2161,switch,1968,678
4180,visa,1994,448
2373,jcb,1999,664
625,jcb,1998,285
1169,mastercard,1994,586
1611,americanexpress,2004,233
3037,maestro,2009,392
3022,jcb,2010,622
2806,maestro,2003,442
3755,jcb,1992,235
834,diners-club-carte-blanche,1995,911
3419,jcb,1990,614
595,jcb,1993,564
125,mastercard,1999,691
3268,jcb,2000,443
2941,diners-club-us-ca,2000,976
1255,laser,2004,741
488,china-unionpay,1990,167
2060,jcb,2009,501
1998,maestro,1999,169
3972,bankcard,2001,953
312,switch,1994,113
1380,mastercard,1994,759
2192,solo,2006,739
636,switch,1993,911
727,laser,2005,762
1802,jcb,2009,344
4434,switch,1994,754
2248,americanexpress,2012,90
2131,visa-electron,2001,258
1037,jcb,1999,501
4128,mastercard,1993,495
2446,jcb,1984,98
951,switch,1999,197
1489,china-unionpay,1993,201
4068,instapayment,1988,975
661,jcb,2005,785
1845,jcb,1994,897
2922,jcb,2003,866
4121,mastercard,2007,458
4197,jcb,2009,992
1930,china-unionpay,2005,765
4920,americanexpress,2008,416
3130,mastercard,1995,942
3690,instapayment,2012,803
4765,mastercard,2002,789
1669,diners-club-enroute,2006,720
2898,jcb,1997,47
2602,jcb,2011,478
3096,jcb,1995,59
4636,mastercard,2006,376
4201,bankcard,1998,967
573,jcb,2009,166
1801,diners-club-carte-blanche,1991,566
515,diners-club-enroute,2000,262
3659,maestro,2011,812
1501,jcb,2001,878
2190,china-unionpay,2008,166
893,jcb,1993,164
811,jcb,2009,986
462,diners-club-enroute,2007,878
1942,mastercard,1992,503
2598,bankcard,1987,788
2926,maestro,2000,363
2874,jcb,2002,92
3715,jcb,1996,329
1488,jcb,1997,327
1122,diners-club-carte-blanche,2003,182
1456,americanexpress,1994,712
2467,china-unionpay,1964,706
977,jcb,2009,8
2293,jcb,1999,448
1802,diners-club-enroute,1995,515
202,jcb,1995,612
3770,switch,1997,924
2773,jcb,2004,435
4475,diners-club-us-ca,1997,866
4631,jcb,1997,815
3854,visa-electron,2008,249
2235,americanexpress,1993,314
1057,instapayment,1990,385
3685,visa,1987,163
790,mastercard,1962,486
3713,jcb,1974,155
846,mastercard,2011,188
3660,mastercard,2001,662
1940,jcb,1984,587
3716,jcb,2011,979
3828,jcb,1993,237
300,visa,2005,209
4408,laser,1992,859
2885,diners-club-us-ca,2011,884
3008,jcb,1994,656
2227,bankcard,1993,896
3138,diners-club-enroute,2009,624
248,diners-club-enroute,2006,587
4755,china-unionpay,2009,100
616,diners-club-international,1993,139
3341,jcb,2007,325
1226,jcb,2007,210
1851,americanexpress,2005,498
1634,maestro,2007,576
1993,jcb,2000,989
3926,mastercard,2007,545
217,mastercard,2007,580
386,jcb,2012,605
3219,americanexpress,1995,880
511,diners-club-carte-blanche,1996,281
1099,jcb,1986,869
4828,jcb,2005,600
4742,jcb,2010,455
164,jcb,2006,858
830,jcb,1999,490
1952,mastercard,1997,98
1446,jcb,1992,685
3880,jcb,1996,63
2700,china-unionpay,2000,119
391,jcb,1991,924
974,china-unionpay,1999,149
1924,jcb,2009,757
1725,jcb,1999,166
1488,jcb,1993,996
1791,jcb,2011,378
3444,jcb,2001,861
4413,instapayment,1997,576
2419,jcb,1997,602
731,diners-club-enroute,2000,431
1505,jcb,2006,880
2933,mastercard,2007,959
2847,maestro,2009,474
3814,jcb,2009,27
4625,diners-club-carte-blanche,2009,299
3801,maestro,2009,100
621,jcb,1990,109
4670,china-unionpay,2005,910
3614,china-unionpay,2008,565
1839,jcb,2001,328
367,jcb,2005,790
288,jcb,2013,885
4110,jcb,2012,390
4958,visa-electron,1987,193
1630,china-unionpay,1973,51
3038,mastercard,2012,667
279,jcb,2008,498
4756,bankcard,2002,790
657,jcb,1988,30
3284,maestro,2001,134
368,mastercard,2001,864
480,switch,1991,225
4127,jcb,2005,334
942,china-unionpay,2009,836
1938,jcb,2005,853
3828,mastercard,1993,100
1376,diners-club-enroute,1998,342
2708,mastercard,2006,893
